Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
AABR07057844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07057844.2	0	0	3	1	4	4	0	3	9	8	0	4	3	1
AABR07057848.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Utp23	21	15	19	40	22	17	14	8	31	13	17	7	24	3
Rad21	754	423	276	502	322	472	419	337	508	393	713	284	577	548
AABR07057872.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Aard	0	0	0	0	1	2	0	1	0	0	0	0	0	0
LOC100363319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a8	0	1	27	19	13	8	6	1	3	16	9	6	12	7
AABR07057885.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07057885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07057885.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	158	149	112	92	113	168	171	210	195	133	245	123	58	86
Ext1	4486	4257	2708	3864	4790	7214	3760	3678	9764	6690	5760	2651	4795	7943
Samd12	12374	13582	3648	6301	3490	4989	5862	6120	26968	14452	21509	8337	3276	7881
AABR07057896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100359763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_0942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07057907.1	1	1	0	1	0	0	0	0	7	0	1	0	1	0
Tnfrsf11b	9	3	3	1	0	0	0	3	72	139	74	27	33	86
AABR07057912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colec10	4	6	15	14	13	7	7	3	10	22	16	6	12	7
Mal2	262	139	15	47	1	15	43	28	9	7	10	1	2	12
Nov	6	3	3	2	62	58	2	1	14	8	3	0	3	0
Enpp2	851	498	23	28	80	181	272	350	2631	1631	21288	10248	1451	2259
Taf2	748	484	436	669	586	922	618	584	1017	670	950	418	814	972
Dscc1	54	44	17	14	16	35	17	16	69	39	62	21	19	67
H3f3c	2	6	0	0	0	0	0	1	0	4	0	0	0	0
Deptor	568	446	268	448	726	784	412	448	635	387	1152	540	254	384
AABR07057946.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col14a1	76	120	357	396	288	378	154	151	301	586	799	301	273	194
Mrpl13	189	105	83	108	217	151	109	102	198	151	112	60	44	143
Mtbp	49	54	44	62	98	71	30	30	108	73	183	55	102	75
Sntb1	140	115	88	82	42	42	77	85	1943	1222	393	147	107	87
AABR07057961.1	0	0	0	0	0	0	1	0	1	0	0	2	0	1
Has2	7	4	20	93	5	4	9	4	38	43	5	7	185	336
Slc22a22	2	4	15	13	6	13	8	3	6	6	2	3	10	7
AABR07057990.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AABR07057997.1	63	54	38	46	22	63	35	35	67	30	8	5	26	17
AABR07057999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhx2	1327	1053	334	499	275	200	871	869	5613	4676	3084	1286	1879	2750
AABR07058000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058000.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derl1	646	377	153	309	299	445	366	293	534	273	435	265	166	436
Tbc1d31	847	776	412	660	885	1016	670	679	1220	649	984	322	376	804
AABR07058002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83a	19	18	23	15	13	20	7	5	17	35	12	8	133	21
RGD1310852	91	64	78	167	36	59	103	102	170	146	220	107	126	49
Zhx1	1	0	2	1	0	0	0	0	0	0	1	0	0	1
AABR07058004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdyhv1	133	116	121	195	221	392	210	236	328	324	301	137	199	283
AABR07058005.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad2	114	84	83	295	319	190	81	81	189	78	115	46	137	195
Fbxo32	64	43	8	5	4	3	47	69	266	130	1449	799	134	186
AABR07058011.1	1	0	0	0	0	0	0	1	1	3	2	0	0	1
Klhl38	5	0	3	5	1	0	5	5	4	3	1	0	1	0
Anxa13	1	1	13	7	10	8	8	4	8	33	12	5	76	30
Fam91a1	558	443	296	553	690	924	673	628	809	709	956	409	241	871
Fer1l6	308	278	94	175	185	454	213	349	314	404	122	58	72	348
AABR07058015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem65	1569	1335	706	1074	827	1215	1148	1108	1576	1305	1166	493	292	835
AABR07058017.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058017.2	1	0	1	0	0	0	1	0	0	1	4	0	0	2
AABR07058017.1	0	1	0	0	0	0	0	0	0	1	3	0	0	0
Trmt12	14	6	2	2	3	17	3	4	7	8	12	5	0	2
Rnf139	323	221	35	58	225	246	107	120	212	94	222	82	14	346
Tatdn1	486	495	109	178	479	582	391	412	591	388	848	340	483	624
Ndufb9	107	44	181	21	49	185	118	129	142	157	157	35	248	74
Mtss1	1136	927	544	761	73455	101042	6466	6013	7797	5491	12152	5037	6758	7803
AABR07058021.1	0	0	0	0	0	1	0	1	3	0	0	0	0	0
Cyp2b1	1	0	4	3	4	2	0	0	0	9	1	2	10	3
AABR07058071.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sqle	275	129	47	48	355	308	161	134	410	203	1049	361	232	414
RGD1564420	552	387	253	285	643	807	549	543	1010	530	1070	413	106	520
Nsmce2	1390	1186	938	977	1110	1560	1343	1294	2432	1882	2182	992	1430	2050
AABR07058091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058091.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trib1	6	2	7	5	385	452	11	16	62	175	31	12	107	53
AABR07058097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058102.1	0	0	0	0	2	7	2	1	0	1	0	0	1	0
LOC500876	0	0	0	0	39	0	0	0	0	0	0	0	0	0
AABR07058108.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058116.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058119.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058124.1	0	0	1	1	0	0	0	0	0	1	0	0	2	0
LOC500877	2	3	17	8	7	5	3	4	9	10	3	3	14	8
AABR07058124.3	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Fam84b	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AABR07058124.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC362921	0	0	0	2	0	0	1	0	1	3	1	1	2	0
AABR07058124.4	1	0	10	10	3	5	1	2	4	4	1	0	6	1
Rn60_7_1020.1	0	2	0	0	0	0	0	0	0	0	6	0	0	0
AABR07058134.1	0	0	3	4	0	1	2	0	1	2	1	1	3	1
AABR07058135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_7_1021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058141.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A1bg	0	0	0	0	0	0	0	0	9	0	8	0	0	0
Myc	2	3	1	0	0	0	4	6	2	15	11	4	27	3
Rn60_7_1026.2	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Pvt1	75	38	41	38	890	1352	256	185	264	295	637	289	793	1975
Rn60_7_1031.1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
AABR07058167.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058169.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_7_1033.1	0	0	2	2	6	3	0	1	6	0	1	0	1	0
Rn60_7_1034.1	6	10	25	11	15	38	7	6	22	61	21	9	31	26
AABR07058173.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058173.1	0	3	4	1	27	20	1	1	2	1	2	0	1	1
AABR07058174.1	2	2	9	13	114	93	3	5	12	26	7	6	32	14
AABR07058192.1	0	4	6	4	4	4	2	2	2	2	1	4	3	3
Gsdmc	0	4	6	3	3	1	1	3	0	6	3	0	0	2
RGD1359449	31	36	11	31	0	2	33	38	37	34	81	29	2	74
Fam49b	1735	1398	559	1140	225	424	1950	1872	1712	876	2058	801	885	1930
AABR07058199.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asap1	780	790	196	394	2135	2677	1657	1731	4831	3446	2304	937	1736	4947
AABR07058210.1	1	0	15	17	2	8	1	2	3	7	7	4	4	9
Adcy8	3101	3459	1080	1694	567	595	4200	4395	4261	2985	560	251	295	1504
AABR07058233.1	0	1	0	0	0	0	0	2	1	0	0	0	0	0
AABR07058233.2	0	0	0	0	0	3	2	1	1	0	2	0	0	1
AABR07058240.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AABR07058253.1	0	0	1	0	0	0	0	1	0	2	0	0	1	1
Efr3a	2028	1935	728	1257	6377	7563	3408	3751	3632	1897	1663	538	1346	1475
AABR07058254.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oc90	7	5	8	9	8	15	10	15	5	12	25	2	6	1
Hhla1	2	5	38	18	4	6	8	9	14	9	53	35	6	9
Kcnq3	1759	1945	511	615	771	1777	10595	12272	12014	7742	32290	14986	7012	10172
Lrrc6	1	0	1	7	67	30	1	1	2	0	1	2	3	0
Tmem71	8	8	27	18	175	116	19	20	28	21	60	13	45	57
AABR07058267.1	604	566	369	576	378	288	408	326	350	323	329	123	94	305
AABR07058267.2	0	3	3	0	0	1	1	0	1	0	0	0	1	3
Tg	28	16	19	8	23	10	147	96	86	51	78	17	16	121
Sla	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wisp1	72	70	4	3	28	39	467	541	544	506	26	45	5	117
Ndrg1	175	111	14	6	9	15	24	29	385	245	4061	2262	97	209
AC091481.1	0	0	4	6	1	0	1	0	5	2	0	0	7	2
AC091481.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal1	69	30	6	6	2	3	32	39	72	67	676	307	67	96
AABR07058280.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058287.1	0	1	3	2	3	3	3	2	1	7	1	1	4	5
Phf20l1	1282	1170	952	1250	573	805	769	739	928	723	676	334	326	492
Zfat	647	520	462	627	2064	2123	778	656	1071	947	1284	534	640	634
Mir30b	2	1	1	0	11	0	2	2	3	0	3	0	0	4
Mir30d	12	4	1	1	0	8	7	7	6	0	2	0	4	1
AABR07058300.1	0	0	0	0	0	0	0	0	0	1	1	0	0	1
RGD1564548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058320.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs3	139	164	33	26	95	145	295	289	3346	2749	1891	940	1565	2540
AABR07058329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058332.1	1	3	7	3	9	13	0	3	43	23	7	2	4	4
AABR07058360.2	0	0	11	13	2	6	3	1	3	4	1	3	3	1
Rps19l1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AABR07058360.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058366.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fam135b	2428	1586	1069	1228	5029	6164	224	145	902	472	757	142	448	564
Col22a1	43	41	90	98	66	60	29	19	63	53	108	55	98	40
AABR07058383.2	1	0	0	0	4	2	0	0	1	0	0	0	0	0
AABR07058383.1	0	0	1	0	1	1	0	0	0	0	1	0	0	0
Trappc9	3595	2915	2863	3860	2245	3591	2034	2335	4130	3728	2520	1343	2248	3896
Kcnk9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrac1	68	32	10	46	25	97	70	48	94	90	81	36	9	41
Ago2	237	178	294	445	339	476	207	217	416	366	449	226	354	417
Ptk2	1200	1056	684	997	10470	16293	1424	1478	6071	4509	5429	2101	2416	5251
Mir151b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058406.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd3	123	126	84	137	155	218	220	235	1641	1968	572	263	411	561
Slc45a4	114	80	104	93	179	264	271	265	324	249	46	36	117	287
AABR07058410.2	0	1	6	1	10	2	5	3	4	6	0	2	2	1
AABR07058410.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07058410.1	0	0	0	0	0	0	0	0	6	1	0	0	1	16
AABR07058412.2	0	0	4	0	0	0	0	1	2	2	5	0	1	0
Ptp4a3	11	11	10	2	17	69	39	45	73	72	1122	361	22	38
Mroh5	18	20	2	0	1	2	82	94	426	189	21	10	0	1
AABR07058412.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058413.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058420.1	13	16	2	1	16	4	78	61	126	158	28	9	11	16
Bai1	943	549	180	228	226	285	8336	7721	17470	20293	1797	892	5057	5469
Rn50_7_1158.3	4	3	0	0	0	0	13	17	4	9	8	0	1	0
Rn50_7_1158.1	1	0	2	3	0	4	0	1	1	3	1	1	1	1
Rn50_7_1158.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058423.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arc	44	22	0	3	1	0	0	2	20	1	0	0	1	0
Jrk	8	7	3	3	14	3	8	6	10	7	20	5	0	11
AABR07058423.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Them6	43	18	17	18	16	147	24	16	60	84	13	1	6	3
Slurp1	6	0	2	1	1	12	2	3	2	2	0	0	0	0
Lypd2	3	2	0	1	1	2	2	2	1	0	0	2	0	0
RGD1308195	2	2	0	1	0	1	0	0	0	1	0	0	1	0
Lynx1	2212	962	1016	941	979	1243	939	1012	1043	865	173	94	40	152
Ly6d	0	0	0	1	0	0	0	0	0	0	0	0	0	0
D730001G18Rik	0	0	0	1	0	0	0	0	0	0	0	0	1	0
AABR07058423.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910068	5	0	2	1	4	2	4	2	6	5	2	3	3	1
Gml	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psca	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b2	7	6	6	2	12	10	8	6	6	19	4	1	3	5
LOC100910656	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ly6e	314	135	67	74	1	13	86	64	104	53	14	5	327	74
LOC300024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1565410	13	11	12	14	18	12	9	6	13	18	8	7	11	6
Ly6i	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_1164.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_1164.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_1165.1	1	0	3	1	0	2	1	0	0	0	0	0	1	1
LOC100910965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6h	15	10	14	3	0	0	2	5	12	3	28	1	32	24
Rn50_7_1166.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gpihbp1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zfp41	37	19	20	22	5	9	27	22	67	32	30	22	30	78
Gli4	10	10	5	6	2	21	4	9	10	15	32	3	2	3
Top1mt	59	36	167	178	112	201	110	112	102	127	27	20	30	84
Rhpn1	3	2	1	0	11	4	3	11	43	29	23	12	153	73
AC133673.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafa	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zc3h3	770	819	738	808	403	813	655	828	1457	1499	1695	560	840	1039
AC133673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_1168.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmd	1	1	1	1	0	0	1	1	8	12	8	3	16	0
Mroh6	0	0	0	0	0	0	0	0	4	1	0	7	0	53
Naprt	9	1	14	7	2	1	10	8	122	128	91	55	132	10
Eef1d	126	119	70	124	158	271	129	110	265	251	229	153	127	228
Tigd5	4	3	1	1	1	4	2	2	6	1	4	1	3	20
Pycrl	67	43	59	51	36	25	44	45	91	64	47	22	175	18
Tsta3	36	29	43	52	78	79	29	23	81	98	109	33	175	57
Zfp623	19	16	11	3	1	9	4	5	5	0	7	1	3	1
AC126537.2	2	2	1	0	5	4	2	5	13	0	11	1	1	0
Zfp707l1	108	59	28	54	48	104	38	47	65	57	89	45	29	51
AC126537.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zfp707	10	10	8	33	29	47	18	12	29	14	13	3	9	35
Ccdc166	0	3	0	0	5	0	0	2	1	0	0	0	0	0
Mapk15	0	4	0	1	1	21	2	1	6	2	1	0	0	1
Fam83h	82	43	28	71	70	100	42	62	53	55	29	11	0	10
Scrib	219	166	320	534	352	539	253	328	1621	1922	2324	1182	1017	1151
Puf60	106	56	117	82	71	119	84	69	242	209	314	159	655	172
Nrbp2	1225	719	3018	2136	328	421	1191	1225	7678	9817	8397	3721	1668	1601
LOC680875	101	104	43	60	0	0	4	8	167	195	117	46	49	1
Plec	935	702	1975	1923	1103	1739	2915	2627	2564	2648	419	176	238	1027
Parp10	28	15	7	2	1	0	17	16	36	52	93	15	20	93
Grina	2310	908	318	266	130	276	400	374	901	781	290	109	102	200
AC107096.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1	6	7	9	7	12	7	1	4	4	22	6	4	6	3
Smpd5	14	4	1	0	0	16	1	2	1	14	2	2	0	0
Oplah	334	268	431	393	112	54	98	87	412	645	420	230	28	89
Exosc4	118	96	23	40	20	28	49	41	80	34	49	42	8	39
Gpaa1	163	93	112	62	117	246	94	88	205	186	87	64	153	122
Cyc1	414	225	76	104	46	93	93	88	144	74	73	29	11	52
Sharpin	110	57	40	39	81	77	52	63	134	93	130	32	58	38
Maf1	245	106	185	252	106	183	114	127	169	207	199	96	39	162
Wdr97	28	18	13	22	1	7	8	13	12	5	15	10	0	18
Hgh1	97	79	18	56	26	30	23	25	28	22	12	11	10	17
Tssk5	3	2	10	3	2	0	0	3	3	7	15	2	2	0
Mroh1	1448	1190	2596	3171	1741	3854	2738	2991	3469	3899	798	511	1055	1377
AC128853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bop1	106	76	201	163	103	229	99	107	247	253	258	111	229	204
Scx	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf1	802	619	341	548	805	1226	570	572	818	671	798	307	318	873
Dgat1	189	101	207	271	265	396	250	210	465	583	441	102	583	283
Scrt1	92	49	304	244	47	102	141	193	170	255	21	5	11	53
Fbxl6	36	18	11	17	69	70	32	27	47	47	100	27	8	39
Slc52a2	10	5	21	5	26	15	6	10	22	28	14	1	1	1
Adck5	165	116	149	135	70	152	103	85	154	192	125	58	144	86
AC139605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf1	138	93	434	348	298	471	188	210	311	379	324	129	83	214
Slc39a4	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Vps28	94	47	74	52	58	74	63	24	58	144	38	25	15	12
Tonsl	17	5	15	9	20	94	24	35	29	113	33	43	115	110
Cyhr1	235	153	200	325	204	503	227	236	462	448	487	200	474	557
Kifc2	291	211	343	305	551	1062	276	264	369	317	80	29	17	120
Foxh1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ppp1r16a	127	102	337	346	198	436	173	194	398	329	300	140	66	383
Gpt	52	39	55	33	17	40	26	31	106	92	21	7	62	18
Mfsd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql4	4	1	4	5	2	69	3	1	10	5	16	1	1	15
Lrrc14	110	65	113	136	57	165	109	88	180	218	276	70	208	79
Lrrc24	108	58	49	71	70	104	74	77	164	139	110	55	27	61
MGC94207	17	5	8	61	3	32	16	18	45	74	38	2	4	68
Arhgap39	1852	1551	1569	1673	1545	2087	1108	1172	1909	1578	5878	2451	1008	1674
AC119473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp251	574	442	490	677	350	478	406	322	670	655	859	372	301	476
AC119011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp7	0	0	1	1	0	5	2	4	0	1	1	0	1	2
LOC100910472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl8	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Zfp647	0	0	0	1	0	0	0	0	1	0	0	0	1	0
LOC681282	3	1	47	29	1	10	10	6	15	49	12	6	12	1
Mb	0	3	0	0	0	0	5	4	3	28	0	0	1	0
Rbfox2	6574	5752	5131	7218	14456	15296	12767	12196	14714	10848	5662	2788	5367	7503
AABR07058464.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058464.1	1	0	0	0	0	0	1	4	1	1	0	0	0	34
Znf7	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Commd5	0	0	0	0	1	0	0	0	0	1	0	0	1	0
LOC100360117	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC102555083	0	0	0	0	0	1	1	0	0	0	0	0	0	1
AABR07058467.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Apol3	2	1	1	0	0	1	0	0	2	1	0	0	0	5
LOC100911562	1	0	1	0	1	1	1	0	2	0	1	0	0	0
Apol2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Myh9	3	0	2	10	1	5	0	5	7	6	23	2	0	2
Pole3	0	1	1	1	2	0	0	0	0	0	0	0	0	0
Apol11a	0	0	0	0	0	0	2	1	0	0	1	2	0	1
RGD1309808	1	0	0	6	7	2	6	1	12	6	10	4	6	16
AABR07058479.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100911804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh9l1	99	66	103	122	25	48	57	66	141	197	299	78	74	81
AABR07058483.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058483.1	0	0	2	0	0	2	0	0	1	3	2	0	4	3
AABR07058484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txn2	149	86	65	68	64	102	80	92	221	168	191	26	201	49
Foxred2	202	88	45	55	72	96	83	79	203	108	87	14	65	82
Eif3d	146	66	163	154	161	118	105	111	200	205	200	80	77	120
Cacng2	3867	3477	1873	2219	7639	7674	7588	7464	6685	6578	684	373	289	2005
AABR07058487.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift27	64	46	27	27	132	128	238	174	218	190	66	24	30	158
Pvalb	166	70	8	16	871	1793	1348	1267	1265	1266	94	67	17	356
Ncf4	3	0	8	5	11	4	0	7	3	2	90	27	2	3
Csf2rb	9	6	2	0	0	0	2	3	1	5	61	42	2	1
AABR07058497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex33	0	0	1	0	0	1	1	0	2	0	1	0	0	0
Tst	28	11	40	2	5	0	2	11	163	170	39	15	24	6
Mpst	23	6	10	25	11	0	11	12	36	9	14	33	18	8
Kctd17	364	295	227	202	396	764	355	350	586	544	191	85	124	419
Tmprss6	134	97	83	65	40	132	85	73	171	230	93	21	68	144
AABR07058498.1	0	0	2	3	1	2	0	0	1	0	0	0	5	4
Il2rb	2	0	2	0	3	4	0	1	0	1	11	1	1	1
C1qtnf6	6	2	7	19	2	6	2	3	15	20	5	4	49	25
AABR07058501.1	0	0	3	1	0	1	0	1	0	0	0	0	0	0
Sstr3	150	65	146	203	0	2	28	17	87	120	77	10	1	0
Rac2	4	1	12	15	4	16	0	0	6	16	79	37	1	13
Cyth4	23	23	7	4	54	31	4	10	76	67	577	280	30	16
Elfn2	27	17	1	3	80	104	5	3	129	116	0	2	119	196
Mfng	2	0	3	4	1	6	0	0	7	19	52	29	13	19
Card10	4	1	1	6	8	9	1	4	126	252	9	8	398	54
Cdc42ep1	48	13	1	0	0	0	23	14	508	626	633	262	363	78
Lgals2	3	0	0	0	0	0	3	5	67	57	68	56	1	94
Gga1	178	136	127	129	385	363	159	170	442	297	455	115	89	194
AC096473.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	40	25	33	18	17	33	22	36	47	86	27	30	3	42
AC096473.2	0	0	0	0	14	18	0	4	0	0	0	11	0	0
Pdxp	154	72	24	81	23	44	69	78	65	138	27	22	54	143
Lgals1	1	2	4	1	2	1	2	4	4	19	2	1	2	3
Nol12	25	8	10	5	8	55	5	7	19	23	34	8	6	7
Triobp	106	100	23	53	30	24	68	79	45	99	9	7	38	108
AC096473.3	409	253	403	450	289	258	216	250	715	809	3950	1977	1979	2728
Gcat	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1359634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pick1	176	95	278	293	453	502	196	196	380	437	133	105	72	177
Slc16a8	0	1	0	1	0	1	0	0	0	0	0	1	2	1
Baiap2l2	5	8	25	16	11	11	5	6	61	95	56	33	17	73
Pla2g6	280	192	347	278	394	629	243	284	1052	968	1185	602	305	1135
Maff	11	11	2	17	16	49	16	14	38	32	21	12	4	4
Tmem184b	533	341	399	412	1366	2223	676	681	971	1153	556	235	593	321
Csnk1e	259	168	206	228	53	110	87	116	273	336	380	220	274	138
Kcnj4	0	0	2	2	2	5	2	1	8	3	1	0	0	2
Kdelr3	53	36	47	49	29	36	53	60	112	105	141	74	80	146
Ddx17	2732	1725	2052	2085	2572	3700	1746	1544	5666	4533	6827	2592	3614	3865
Dmc1	4	8	9	10	9	29	9	9	48	59	21	4	21	31
Fam227a	24	31	51	28	144	119	84	57	172	234	24	13	182	115
Cby1	13	8	9	3	7	4	15	17	44	24	20	10	47	10
Tomm22	79	34	52	56	18	20	32	26	52	54	51	22	1	47
Josd1	176	96	141	135	68	73	114	117	176	161	139	115	76	147
Gtpbp1	317	234	373	348	161	210	320	311	640	520	545	244	394	288
AC128476.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sun2	139	55	210	108	77	92	62	44	216	259	672	253	36	48
Dnal4	135	95	64	144	141	178	103	124	203	181	104	36	81	35
Nptxr	1895	732	681	764	726	1080	144	129	240	232	92	26	225	416
Cbx6	292	144	351	417	192	411	136	157	235	430	206	136	617	278
AC128476.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC128476.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobec3b	15	9	12	5	8	2	3	2	27	16	96	14	4	14
AC128476.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbx7	330	186	392	530	127	270	237	244	516	423	1262	593	343	284
AC134056.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfb	18	11	17	17	13	26	25	40	48	38	220	73	3	3
AC134056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
