Gene	1464_lt_granule	1465_lt_basket	1463_lt_glia	1468_zh_granule	1469_zh_basket	1467_zh_glia	1410_sg_granule	1426_sg_basket	1394_sg_glia	1411_or_granule	1427_or_basket	1395_or_glia
MIR498	0	0	0	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0	0	0	0
NLRP12	6	11	3	0	7	5	7	13	6	8	12	48
MIR372	0	0	0	0	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0	0	0	0	0
MIR522	0	0	0	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0	0	0	0	0	0	0
CACNG7	398	550	335	486	766	406	876	1409	497	745	1454	2693
CACNG8	2	1304	114	5	904	184	4	1991	377	6	1705	1805
MIR935	0	0	0	0	0	0	0	0	0	0	0	0
PRKCG	6	2445	32	5	3192	46	4	5048	34	7	6727	152
OSCAR	6	0	1	1	0	2	1	1	2	0	0	6
VSTM1	2	1	2	4	4	1	4	4	3	2	8	21
TFPT	92	98	116	95	133	136	283	300	94	235	278	1079
PRPF31	28	32	55	38	52	36	97	110	75	63	55	406
NDUFA3	80	137	105	140	134	90	239	321	94	175	282	690
TARM1	1	3	1	1	2	2	4	4	3	2	7	16
LILRB5	0	0	1	0	0	0	3	1	0	0	0	23
LILRB3	2	1	11	1	5	13	4	3	5	18	4	134
LILRA6	0	0	0	3	0	2	1	1	0	5	4	26
MBOAT7	58	91	97	225	137	237	156	169	73	177	199	577
TSEN34	9	4	25	19	13	66	12	6	25	17	28	103
TMC4	19	19	48	24	24	50	36	45	57	35	42	274
CNOT3	243	170	438	290	250	385	737	514	376	630	337	2645
LENG1	14	6	24	26	9	20	25	18	22	31	12	113
RPS9	31	49	85	34	38	113	35	69	59	81	20	717
LAIR1	0	1	5	0	4	1	0	1	7	1	4	76
LILRB2	0	0	0	0	0	1	0	0	0	0	0	9
LILRA5	0	0	0	1	2	0	0	0	1	1	1	6
LILRA4	1	0	0	0	0	2	0	2	0	0	1	8
MIR4752	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	17	214	1995	28	335	2799	38	403	2692	47	383	13178
LAIR2	0	1	0	0	0	1	0	1	0	0	3	3
LENG8	943	1012	2508	1373	1601	2220	2363	2603	1924	2381	2592	13676
CDC42EP5	1	3	2	1	1	1	3	2	0	8	4	25
LENG9	0	0	0	0	0	0	0	1	0	3	0	0
LENG8-AS1	87	66	78	97	102	113	184	118	105	136	83	512
LILRB1	0	1	8	1	0	4	1	0	0	0	1	22
LILRA1	0	0	3	1	0	3	0	0	22	0	1	13
LILRA2	3	4	29	5	3	9	6	7	2	3	5	58
KIR3DX1	1	2	3	2	0	2	3	1	0	2	4	9
MIR8061	0	0	0	0	0	0	0	0	0	0	0	0
LILRB4	0	1	7	0	8	2	0	1	0	2	0	63
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0
FCAR	4	4	5	2	2	1	3	5	1	3	6	6
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0
NCR1	0	0	1	0	1	0	0	0	3	0	2	5
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0
NLRP7	2	6	5	1	2	4	3	2	5	4	6	22
GP6	168	190	58	199	326	53	307	715	34	204	585	98
NLRP2	17	48	7	13	29	4	7	19	7	19	27	47
EPS8L1	0	4	9	0	4	1	3	12	0	2	8	19
MIR7975	1	0	0	0	0	0	0	0	4	0	0	0
DNAAF3	0	1	1	1	1	2	1	5	0	0	5	1
SYT5	1	52	0	1	47	0	7	50	0	9	37	4
PPP1R12C	210	305	293	280	375	347	572	720	270	524	606	2204
TNNI3	0	0	1	0	1	3	0	1	0	0	0	2
TNNT1	0	6	0	3	0	1	1	3	2	2	5	14
MIR6804	0	0	0	0	0	0	0	0	0	0	0	0
MIR6803	0	0	0	0	0	0	0	0	0	0	0	0
MIR6802	0	0	0	0	0	0	0	0	0	0	0	0
PPP6R1	135	165	160	119	96	150	219	147	158	270	212	1164
HSPBP1	50	87	41	58	54	33	106	84	52	77	106	351
TMEM86B	7	15	10	8	9	9	6	23	6	19	14	59
TMEM190	1	0	0	4	1	0	0	2	1	4	0	7
COX6B2	1	0	1	2	1	0	5	0	1	1	0	0
FAM71E2	2	2	1	1	2	0	0	1	3	7	0	13
MIR6805	0	0	0	0	0	0	0	0	0	0	0	0
RPL28	49	68	78	80	49	87	127	100	61	163	105	484
TMEM150B	13	1	43	27	14	15	30	25	23	29	14	171
UBE2S	14	15	7	69	30	38	69	90	7	39	37	103
TMEM238	96	46	9	63	38	6	125	36	24	120	36	19
IL11	6	6	1	8	4	0	21	9	0	18	10	2
SHISA7	136	340	422	113	420	329	404	856	395	257	588	2914
KMT5C	16	10	38	28	11	31	30	25	26	28	26	136
ISOC2	11	25	61	10	27	65	47	105	75	62	26	366
ZNF628	11	18	6	16	34	6	42	29	7	27	37	34
SSC5D	62	99	43	112	81	58	204	75	54	103	64	460
SBK3	0	0	0	2	0	1	3	0	0	4	3	0
SBK2	0	0	1	0	2	0	2	0	0	1	0	4
NAT14	23	112	26	31	72	25	73	262	19	77	145	221
ZNF579	75	20	31	74	35	28	233	81	21	129	39	100
ZNF581	4	9	13	9	6	3	24	17	14	24	13	154
EPN1	119	47	78	97	82	75	225	154	86	196	133	532
U2AF2	297	175	321	255	186	287	744	424	422	511	348	2138
ZNF580	36	50	59	45	51	53	116	92	53	75	65	335
ZNF865	17	26	32	12	30	38	70	69	22	54	40	193
FIZ1	45	29	43	43	42	44	113	24	23	81	54	256
ZNF784	31	20	23	51	32	36	70	14	32	75	35	145
CCDC106	8	3	9	9	14	5	21	65	5	38	43	89
ZNF524	9	3	11	5	6	7	27	12	12	27	3	135
RFPL4A	0	0	0	0	0	0	0	0	0	0	0	0
NLRP9	23	15	9	33	13	5	51	11	8	20	40	23
RFPL4AL1	0	0	0	0	0	0	0	0	0	0	0	0
NLRP13	2	2	3	1	3	0	5	5	5	10	2	13
NLRP5	5	10	2	9	5	6	14	8	6	8	14	44
LOC101928886	1	2	1	7	5	11	3	4	1	4	20	14
GALP	1	2	1	1	3	1	0	0	1	1	1	8
ZSCAN5A	2	3	14	0	5	18	9	4	6	2	6	22
ZNF444	91	68	236	118	129	186	250	227	183	220	201	1373
ZSCAN5B	0	0	0	0	0	2	0	0	0	0	0	5
ZNF583	420	205	227	290	150	182	773	346	170	469	266	1014
ZNF667	404	341	297	430	298	332	859	693	222	473	430	1373
ZNF542P	256	193	149	267	169	139	496	362	135	284	267	1012
ZNF582-AS1	64	48	51	47	43	37	90	71	137	69	40	249
ZNF582	79	70	94	85	66	63	196	203	98	96	79	563
ZNF471	683	682	1346	521	465	867	1063	625	925	775	733	6041
ZFP28	386	273	265	382	225	317	840	441	171	442	361	1252
ZNF470	126	140	77	121	158	103	280	193	63	179	196	223
ZNF835	44	25	20	42	46	28	93	58	37	90	50	280
SMIM17	104	1482	119	112	1502	142	222	2529	108	155	2621	937
ZIM2	46	139	18	60	96	38	149	522	29	78	116	152
PEG3	0	0	0	0	0	0	0	0	0	0	0	0
PEG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIMT1	31	41	9	50	47	5	76	101	8	33	27	90
ZIM2-AS1	89	200	47	78	150	49	167	459	74	130	301	272
ZIM3	0	2	2	1	2	2	3	4	3	5	3	13
USP29	3	0	2	0	2	1	1	3	1	2	1	7
AURKC	20	36	35	23	29	21	57	21	52	65	56	237
DUXA	2	11	3	1	3	5	3	7	4	4	9	18
ZNF805	417	420	379	370	283	417	835	738	356	600	580	2172
ZNF264	1069	697	708	887	593	764	2022	1045	636	1440	1027	4173
ZNF543	66	96	60	64	56	40	129	144	29	99	130	417
ZNF548	326	224	256	450	191	300	783	416	223	488	222	1653
ZNF304	126	54	92	266	51	95	190	69	78	187	73	460
ZNF460	549	454	550	577	502	815	1399	1107	465	876	979	4085
TRAPPC2B	0	0	0	0	0	0	0	0	0	0	0	0
ZNF547	108	121	66	152	69	98	263	172	98	172	81	535
ZNF773	117	54	57	97	78	72	256	156	54	157	102	278
ZNF772	353	128	219	290	132	157	666	405	135	442	233	1191
ZNF419	69	82	78	51	72	61	129	98	131	98	71	415
VN1R1	71	56	32	63	37	62	94	65	24	96	94	307
ZNF17	105	145	108	92	133	119	203	247	142	141	311	664
ZNF749	152	89	144	165	130	152	342	275	85	256	296	895
ZNF211	227	83	476	185	145	286	461	311	336	279	186	2778
ZNF416	61	29	40	49	43	58	105	106	45	90	30	255
ZNF530	40	23	20	44	45	23	109	47	113	68	79	206
ZNF550	435	183	175	520	305	296	994	587	192	776	339	1368
ZIK1	55	53	39	45	34	42	158	25	45	137	50	265
ZNF134	148	30	114	98	63	75	221	87	141	192	129	660
ZNF671	135	98	116	118	100	107	300	204	113	227	114	709
ZNF154	770	366	446	715	480	596	1928	980	668	1368	795	3186
ZNF586	243	179	212	253	246	236	520	511	252	499	353	1647
ZNF551	334	178	181	314	152	224	666	316	164	589	236	1226
ZNF776	174	108	213	133	114	161	348	299	152	304	162	1147
ZNF587	692	563	463	582	546	630	1146	1023	535	1207	1020	3837
ZNF552	439	323	263	443	279	302	730	334	389	778	611	1996
ZNF417	124	145	134	111	176	127	257	272	111	183	216	1037
ZNF814	610	479	452	540	445	551	1047	885	541	1045	752	2729
ZNF587B	648	453	433	472	492	470	924	689	272	904	644	2056
FKBP1AP1	85	64	49	135	115	98	248	134	23	125	120	270
LOC100128398	168	103	253	192	91	211	372	214	236	346	232	2033
C19orf18	57	60	238	30	48	224	57	45	175	59	144	1334
ZNF256	48	57	32	47	25	56	114	84	25	127	96	226
ZNF606	481	331	592	363	353	419	894	810	310	669	451	2278
ZSCAN1	156	50	133	153	92	212	352	152	200	324	116	1264
ZNF329	285	277	175	234	125	150	471	292	172	346	350	994
ZSCAN18	389	177	206	267	133	223	700	225	146	639	206	1606
ZNF8	211	135	174	166	159	169	337	288	80	224	202	766
ZNF544	1102	709	773	1153	889	1033	2106	1352	899	1661	1214	4302
A1BG	33	11	23	55	26	20	92	16	6	76	20	147
MIR6806	0	0	0	0	0	0	0	0	0	0	0	0
RNF225	0	0	0	1	0	0	0	1	0	0	0	0
ZNF132	90	103	85	124	71	138	239	135	101	190	124	520
ZNF497	34	16	27	37	11	15	79	55	46	120	34	221
ZNF837	13	13	77	11	24	38	37	60	79	22	19	343
ZNF584	84	46	63	93	115	78	203	144	71	193	196	589
MIR4754	0	0	0	0	0	0	0	0	0	0	0	0
ZNF324B	9	4	2	3	9	23	12	1	1	30	5	63
A1BG-AS1	0	1	3	0	0	3	8	0	4	16	2	26
RPS5	28	41	28	21	28	19	68	17	29	93	57	251
ZBTB45	21	25	14	20	27	21	36	60	24	67	71	164
MZF1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6807	0	0	0	0	0	0	0	0	0	0	0	0
ZNF324	26	15	34	25	28	50	71	70	11	77	19	281
CHMP2A	42	74	58	69	52	46	93	51	67	83	60	477
TRIM28	44	76	74	73	67	64	101	90	103	159	117	793
ZNF446	73	106	69	64	78	109	139	220	55	162	202	609
UBE2M	9	9	22	31	33	16	32	41	28	50	22	141
SLC27A5	105	235	234	184	401	260	316	521	369	143	298	1050
CENPBD1P1	39	104	48	29	92	73	101	188	111	86	179	408
MZF1-AS1	20	23	22	30	55	45	35	77	36	38	65	263
PLCB1	7838	3864	4107	11198	5047	4501	19571	8614	4254	7312	7313	20627
CBFA2T2	1989	2022	2718	2049	1645	2938	3440	3623	2124	2612	3166	13437
LINC01433	9	11	20	16	7	20	16	14	23	9	22	124
UBOX5	0	0	0	0	0	0	2	0	0	0	0	0
UBOX5-AS1	1	0	1	0	3	2	1	6	0	0	0	5
TASP1	2538	2038	1747	2060	1860	1395	4159	3636	1209	2506	3181	6602
PLCB4	16774	9556	1196	16641	8303	1155	33428	21472	1136	21551	17083	5135
MACROD2	14134	24716	4126	15161	29271	4231	33936	57079	4459	13179	47459	18135
SLX4IP	857	1608	2183	1032	1805	2996	1404	3254	2011	957	2579	9955
RIN2	12	3121	2530	21	2877	3332	56	5943	2728	42	5154	19620
NOL4L	1363	1056	790	1500	1490	752	2769	2574	432	2773	2597	4929
CPNE1	492	347	607	508	391	589	1024	724	628	799	595	3822
NDRG3	1577	885	495	1867	876	480	3472	1471	504	2741	1667	2800
RBM12	0	0	0	0	0	0	0	0	0	0	0	0
PIGU	863	779	1179	1048	791	1060	1701	1518	771	1117	1490	6659
CTNNBL1	1031	835	1415	1312	1057	1676	1979	2068	1372	1429	1762	6787
EYA2	17	25	729	15	51	1005	36	52	1371	22	43	4305
TOX2	11	15	370	10	16	427	12	20	346	14	14	2359
ZFAS1	257	231	332	247	191	588	453	431	373	422	386	2874
PTPRT	76	11384	2412	53	11219	2737	98	20599	2768	65	20080	11003
PMEPA1	0	148	270	0	270	455	0	425	199	3	212	1507
TSHZ2	46	303	867	33	306	604	49	352	597	49	583	1718
DOK5	12	15	314	237	82	508	43	69	365	37	130	1808
DIDO1	1288	1014	1334	1403	938	1319	2615	1621	1300	2117	1554	8295
ZNF512B	19	20	61	10	49	48	50	74	108	74	97	535
CDH4	27	41	4439	22	171	6770	44	174	5212	22	147	19611
PHACTR3	11060	4029	8954	12469	5072	8228	21974	8275	5576	15899	6949	42805
CSNK2A1	1025	779	910	1025	770	875	2151	1311	958	1497	1242	4738
TRIB3	50	21	11	46	51	21	186	31	23	126	101	67
SDCBP2	0	0	0	0	0	0	0	0	0	0	0	0
SIRPB1	6	10	12	6	2	9	18	18	17	10	19	65
FKBP1A-SDCBP2	0	1	1	1	0	0	0	0	0	0	0	1
LOC727993	285	162	19	184	100	22	452	123	19	352	186	109
PTPRA	4719	2702	4090	5444	2347	4861	8780	4726	3537	6506	4594	20161
ZNF343	370	194	276	258	260	198	735	608	254	451	449	1418
TMC2	1525	60	134	1122	45	147	3424	67	195	2156	87	1303
EBF4	54	8	817	30	19	835	76	18	587	242	141	6086
CDC25B	1264	570	444	1201	533	515	2165	794	440	1967	640	2803
ATRN	3109	2365	2137	3348	2195	2182	5953	4272	1508	4025	3860	10890
ADAM33	0	1	91	1	3	154	1	5	209	2	4	832
C20orf194	3036	2094	3972	2995	2052	4507	5331	3795	4502	4003	3397	24344
RNF24	895	1128	795	907	795	1103	2145	1800	713	905	1509	4020
TMEM230	247	273	277	214	250	253	437	467	108	383	406	1677
SLC23A2	2318	3834	2182	2664	3717	2136	4445	6353	1926	4132	5830	13156
C20orf196	893	248	640	927	231	597	1500	317	440	1140	497	2889
CRLS1	745	465	687	590	338	489	1349	699	446	985	574	3052
LINC01428	2	1	3	3	2	2	7	8	3	2	9	8
TMX4	981	813	521	897	617	454	1727	1548	408	1314	1162	2742
SNAP25	22618	5506	1803	32652	6152	3588	41650	8170	2609	30271	8601	9945
PAK7	8739	9833	595	9172	12251	362	20376	24297	506	11574	20820	2797
SNAP25-AS1	983	235	468	1001	231	692	1867	449	707	1187	434	3237
LOC101929413	2	3	7	0	3	10	3	1	2	5	6	22
LOC339593	0	0	4	0	0	0	0	0	0	0	0	1
ISM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ISM1	16	20	21	27	48	16	39	40	29	57	139	153
SPTLC3	6	5	175	11	32	224	27	58	190	27	74	491
ESF1	668	393	481	574	378	438	1373	813	358	748	468	2397
SEL1L2	5	40	8	2	17	5	12	53	4	5	53	61
KIF16B	1036	1139	3208	1411	1925	3762	2207	2931	2708	1524	2516	16603
BFSP1	63	24	14	64	52	13	108	118	16	105	99	98
PCSK2	2669	878	277	3548	1121	393	5781	2366	386	2878	1293	1839
BANF2	3	27	0	4	15	2	7	2	1	7	20	9
POLR3F	342	292	172	365	209	270	694	498	166	437	440	1297
SNX5	467	347	338	488	263	373	883	769	268	643	533	2013
DTD1	1505	1367	1351	1465	1198	1412	2403	2161	1006	1778	2044	6714
LOC100130264	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A3	38	24133	5299	25	24630	8070	38	48839	5831	33	43004	26125
RALGAPA2	3585	4753	2956	3559	4778	3032	6059	7694	2307	4622	7257	13975
CFAP61	1768	121	168	881	136	128	3110	297	217	1454	161	731
CRNKL1	391	199	279	352	157	187	907	337	193	665	395	1599
KIZ	1424	1006	1849	1465	1022	2311	2665	1661	1634	2064	1816	10413
LOC101929608	3	5	3833	13	152	10395	5	17	7201	3	115	22535
XRN2	2630	1876	2147	2447	1437	1770	4679	3405	1490	2897	2899	9528
LINC01427	0	0	0	0	0	0	0	0	0	1	0	0
LOC284788	0	0	0	0	1	0	1	0	0	0	0	5
GGTLC1	0	0	2	0	0	1	1	0	0	1	2	4
SYNDIG1	3792	6568	3095	4218	8458	2764	7236	17490	1345	5486	12874	12751
ACSS1	364	8	1714	293	41	1953	512	8	2003	627	70	10841
ZNF337	1538	366	739	1279	441	819	2979	852	867	1940	846	3798
PYGB	771	290	738	761	319	812	1309	397	890	1295	414	3657
ABHD12	955	627	823	1191	706	826	1984	1199	718	1600	1263	4625
FAM182A	88	65	27	71	40	17	89	29	23	51	56	78
GINS1	189	87	37	171	41	35	341	174	27	247	129	131
NINL	1240	250	937	993	250	1226	2213	444	1411	2467	319	7027
BCL2L1	1001	492	1443	989	643	1222	1770	879	898	1623	788	6694
XKR7	1047	415	13	1160	583	3	2742	865	36	1614	717	29
TM9SF4	850	837	811	824	804	974	1776	1797	1023	1442	1432	5773
ASXL1	2012	1293	2996	1921	1297	2504	3605	2708	2111	2387	2203	13866
DUSP15	31	82	126	53	140	187	101	204	197	72	225	971
BPIFB1	11	12	0	9	7	2	30	15	2	33	28	3
C20orf203	85	147	41	105	203	42	116	190	70	184	311	477
SNTA1	105	154	491	144	139	558	231	263	505	246	308	2854
DNMT3B	136	150	55	131	144	76	183	293	71	231	198	274
ITCH	2119	1491	4081	2153	1289	3641	3909	2782	2700	2659	2518	20197
RALY	532	570	1095	767	759	1288	983	1193	904	769	1018	5623
CHMP4B	214	223	367	249	253	298	448	531	370	421	310	1823
E2F1	5	20	17	8	3	11	13	2	8	12	4	156
EDEM2	525	327	150	349	210	110	829	672	141	642	415	882
UQCC1	2015	1809	1390	2070	1827	1709	3755	3441	1372	3128	3441	8969
MMP24	3111	709	305	3060	917	478	6781	1685	470	5134	1510	2435
GGT7	701	903	455	833	762	434	1681	2017	446	1480	1466	3367
MYH7B	117	139	346	121	184	307	238	337	255	197	277	2595
NCOA6	1899	1235	2271	2340	1515	2427	4818	3404	2449	3205	2962	13512
EPB41L1	1710	2194	2817	1278	2117	4405	3494	3636	3245	2994	3588	21693
DLGAP4	676	2910	703	1124	3319	1195	1547	5483	851	1213	5868	6220
PHF20	1399	937	1085	1500	862	1114	2512	1618	736	1958	1475	5290
DLGAP4-AS1	13	11	32	17	52	31	24	87	23	14	85	201
RBL1	615	465	406	610	281	346	1140	693	306	832	518	1678
SRC	116	443	125	88	411	108	356	865	147	272	724	790
SOGA1	9403	606	2783	10035	658	2387	24940	1354	2330	22333	956	21151
RPN2	529	575	493	485	370	543	816	620	475	748	668	2827
RALGAPB	2616	1547	1914	2954	1421	1892	5194	3145	1407	3388	2845	9118
TGM2	0	2	0	0	8	1	3	34	0	7	0	35
TTI1	403	308	582	443	462	673	832	668	484	646	504	2878
LOC149684	1	0	35	1	2	25	1	2	16	0	0	172
FAM83D	37	15	5	22	13	11	20	87	1	50	3	41
PLCG1	547	307	887	648	345	938	1494	669	1131	1485	578	6166
CHD6	4968	4172	5566	4572	3492	5234	7826	7615	4671	5870	5986	28029
ZHX3	2941	1033	4916	2501	1201	6871	5880	2113	5470	4099	1676	23077
IFT52	264	226	243	257	197	254	486	421	227	348	281	1261
L3MBTL1	304	250	440	279	241	519	629	554	505	574	462	3103
PKIG	652	740	594	784	757	787	1161	1311	686	846	1206	3989
TOMM34	4	10	5	1	5	41	13	6	18	4	2	74
JPH2	3	0	3	3	3	6	8	4	4	7	2	29
PABPC1L	27	4	129	47	14	66	60	25	160	53	18	878
ZSWIM3	72	57	53	63	44	70	185	97	62	121	108	302
WFDC9	2	1	0	0	0	1	3	1	0	1	1	3
SLC13A3	555	984	2227	496	1063	3739	962	1828	2937	1046	2170	13129
CDH22	7425	1813	360	8292	4599	365	17208	6901	708	13932	5904	1449
ELMO2	1247	725	981	1185	949	1196	2550	1787	1285	1981	1447	7149
ZMYND8	1651	2419	2061	1744	2174	2264	3397	4023	1802	2599	3437	10108
NCOA3	1245	1346	1193	1282	1135	1172	2203	2582	940	1520	2129	5889
SULF2	14	360	941	25	618	970	30	1212	1513	20	791	7323
ARFGEF2	1809	2094	1415	1762	1542	1138	3308	3423	1253	2707	2833	7256
PREX1	10	31	10311	18	266	13898	8	30	10015	8	433	68158
STAU1	1043	749	902	1106	701	998	1905	1235	767	1474	1096	4640
LINC00494	2	1	0	0	0	1	0	0	0	0	7	1
KCNB1	832	804	581	1051	845	834	1910	1703	530	1607	1383	3465
B4GALT5	1271	1254	1065	1451	1242	1409	2127	2387	1207	1873	2072	6291
PTGIS	3	6	4	1	23	5	2	20	6	6	14	37
RNF114	434	429	299	384	398	432	775	515	254	770	641	1887
FAM65C	37	44	43	54	49	39	91	122	52	81	71	260
BCAS4	239	71	57	281	23	82	421	50	46	441	51	561
ZFP64	317	481	384	352	433	343	626	812	298	448	803	1822
NFATC2	14	25	404	11	31	483	21	12	485	24	48	2144
ATP9A	6070	3883	3650	5550	2618	3028	9598	5651	2847	9593	5633	18043
BCAS1	21	19	6598	22	120	6024	11	11	4444	9	154	32861
LOC105372672	0	8	4	5	0	2	2	3	2	1	5	12
RTFDC1	178	103	201	211	174	253	330	298	129	298	190	1016
GCNT7	11	7	10	21	13	19	34	33	51	34	19	73
FAM210B	80	154	61	90	101	113	169	106	134	113	76	498
RAB22A	658	543	667	663	541	939	1478	894	512	991	998	3569
APCDD1L-AS1	50	96	191	65	88	217	137	246	327	109	225	1432
GNAS	1791	2038	1199	2272	2094	2121	4820	3421	1555	3543	4714	8328
NELFCD	169	102	173	206	109	158	399	219	199	337	132	1237
ZNF831	17	0	1	8	0	1	35	0	1	7	0	8
SYCP2	2469	689	1202	2805	846	1207	6401	1688	1412	2963	1479	6760
MIR646HG	16	49	76	65	64	247	42	130	110	325	335	2945
LOC100506470	0	0	0	0	0	0	0	0	0	0	0	0
LSM14B	169	97	149	162	104	120	285	209	176	280	148	831
OSBPL2	635	1083	392	500	831	325	1010	2233	425	1256	1631	2420
SLCO4A1	18	22	0	49	60	4	103	55	7	53	30	0
TAF4	958	549	746	901	476	672	1726	1092	497	1508	791	4060
CABLES2	103	115	55	113	178	69	331	206	63	262	283	441
ARFRP1	23	40	38	18	26	29	37	110	47	65	62	321
KCNQ2	705	655	223	742	588	228	1306	1031	325	1839	953	1393
COL20A1	54	90	346	45	76	249	65	141	546	87	123	2754
LOC63930	13	2	1	9	2	1	48	4	0	29	4	10
LINC01056	0	0	0	0	0	0	0	0	0	0	0	0
HELZ2	0	1	1	1	0	3	2	1	0	1	0	39
MYT1	1907	704	1245	1995	639	1440	3514	1115	1615	3757	1170	10198
OPRL1	23	83	5	26	107	10	61	147	14	54	337	55
DEFB125	0	0	0	0	0	3	0	1	0	1	2	0
DEFB129	0	0	0	0	0	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	1	0	0	0	0	1
DEFB128	0	0	0	0	0	0	0	0	0	0	0	0
SOX12	68	65	67	53	120	132	191	193	101	162	139	652
C20orf96	28	74	146	29	60	107	94	86	114	56	229	1023
ZCCHC3	57	71	65	84	81	38	154	72	29	115	84	249
NRSN2	144	256	93	137	333	131	456	662	139	456	516	952
NRSN2-AS1	23	55	48	17	25	33	46	75	37	32	56	112
TBC1D20	508	384	316	466	346	351	1161	635	462	1054	576	2283
RBCK1	640	336	510	570	397	514	1546	834	521	1187	608	2667
TCF15	0	0	1	2	0	0	1	0	0	0	0	0
SRXN1	19	48	8	17	53	15	89	137	6	86	73	98
SCRT2	5	94	0	4	254	2	59	234	5	12	453	4
SLC52A3	0	0	0	0	1	1	0	1	0	0	1	1
ANGPT4	1	2	4	0	3	3	1	6	9	4	6	27
FAM110A	1	10	2	7	27	1	18	4	9	12	27	9
RSPO4	3	12	13	8	70	155	36	72	192	4	48	427
PSMF1	800	486	852	831	658	974	1724	1370	880	1143	1236	4872
TMEM74B	35	195	15	49	244	22	126	458	17	66	427	99
RAD21L1	20	37	20	18	23	8	17	49	29	35	29	134
C20orf202	7	25	5	6	29	6	9	2	3	17	50	22
SNPH	1946	5339	1544	1713	5964	1871	3495	7627	1788	3109	8545	7362
FKBP1A	0	0	0	0	0	0	0	0	0	0	0	0
MIR6869	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
NSFL1C	424	383	456	423	425	543	786	571	405	617	448	2391
SIRPB2	2	1	18	0	0	5	1	0	4	1	11	118
SIRPD	1	2	2	5	0	3	1	8	3	1	2	15
SIRPG	0	1	0	0	5	1	1	1	0	1	1	2
SIRPG-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100289473	44	34	117	26	75	155	105	130	144	110	150	721
SIRPA	1360	1887	1609	1341	2091	2323	3244	3720	2066	3144	3306	9903
PDYN	0	0	0	0	0	0	0	0	0	0	0	0
LOC388780	1	14	0	2	8	0	1	1	0	2	23	12
STK35	393	648	415	356	629	533	783	1221	444	722	832	3045
TGM3	1	5	3	3	1	7	3	3	3	10	10	47
SNRPB	42	34	44	55	47	51	103	100	35	91	74	270
TGM6	14	7	0	14	3	7	20	5	4	13	11	13
SNORD119	0	0	0	0	0	0	0	0	0	0	0	0
IDH3B	77	61	100	60	70	69	232	108	94	255	138	764
SNORD110	0	0	0	0	0	0	0	0	0	0	0	0
SNORA51	0	0	0	0	0	0	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	0	0	0	0	0	0
NOP56	117	135	129	104	89	117	217	178	85	201	168	898
MIR1292	0	0	0	0	0	0	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0	0	0	0	0	0	0
PCED1A	96	104	250	76	117	201	172	186	200	207	94	1693
VPS16	130	101	89	114	146	96	273	295	88	205	242	680
