Gene	1861_granule	1862_granule	1996_granule	1859_basket	1860_basket	1640_basket	1992_astrocyte	1993_astrocyte	1327_purkinje	1329_purkinje	1639_purkinje	1471_purkinje	1472_purkinje
Lrrc30	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem200c	2	3	2	97	78	49	74	69	7	5	11	0	0
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb14	27	65	72	67	84	72	41	55	91	54	217	26	26
C030034I22Rik	132	79	14	172	118	78	6	29	189	75	230	50	26
Tgif1	10	7	1	25	42	10	156	135	2	3	1	0	0
Myl12a	33	32	41	37	95	63	144	133	76	84	165	13	20
Myl12b	502	322	377	388	426	523	430	591	376	240	483	50	51
Lpin2	841	776	827	1617	1345	2110	2002	2423	1208	797	2409	285	256
Gm4566	2	0	12	3	2	4	0	3	5	7	4	0	0
Ndc80	4	7	0	7	1	3	15	2	8	4	3	0	0
Snord92	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr43	655	793	612	845	1156	1238	434	527	579	399	1234	140	105
BC027072	0	0	2	1	1	1	0	5	1	2	1	1	0
Ypel5	429	730	300	617	744	547	252	414	237	179	517	63	91
Lbh	9	5	13	63	63	80	482	660	9	5	41	2	0
Capn13	15	10	7	22	21	7	10	47	37	41	13	5	2
Ehd3	386	284	521	245	228	325	231	453	65	32	167	16	12
Srd5a2	6	2	1	8	18	4	2	7	22	10	7	1	2
Memo1	3261	2972	2009	3657	3880	4188	2607	2808	1935	1271	2790	363	354
Slc30a6	317	384	261	304	284	424	337	245	251	187	361	67	39
Spast	2436	2151	1839	2213	2555	2658	1277	1285	745	496	1377	173	147
Yipf4	349	556	151	445	482	346	148	95	159	116	150	12	20
Fam98a	544	674	448	906	1034	998	225	395	285	181	738	58	83
Gm4710	1	3	0	4	4	0	1	5	20	18	6	1	5
Strn	2241	2405	2041	1380	1615	1939	3968	6961	729	560	1422	155	139
Gpatch11	226	227	182	208	191	215	174	141	117	75	234	21	11
Eif2ak2	103	81	96	173	111	90	516	466	217	107	145	33	13
Gm6548	3	18	8	16	2	8	35	9	3	8	18	0	2
Cebpz	330	343	553	376	468	470	173	296	198	161	277	34	48
Prkd3	62	47	54	30	35	77	2108	2578	21	12	34	3	2
Cebpzos	2	0	12	7	8	14	4	0	0	0	11	0	0
Ndufaf7	306	280	157	539	617	541	163	203	254	179	425	61	60
Qpct	22	21	11	113	68	74	85	174	105	94	42	11	13
Cdc42ep3	190	149	208	212	259	327	3	2	36	21	114	4	7
4930429F11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10494	0	0	1	1	0	2	0	0	0	0	0	0	0
Rmdn2	240	305	302	415	446	651	680	488	730	355	985	131	105
Cyp1b1	1	0	0	3	2	1	4	1	7	3	1	0	0
Atl2	2455	2766	1648	5348	6023	5814	1221	1434	23760	16662	28550	4824	4608
Hnrnpll	1453	1253	1049	1360	1562	1354	590	688	578	368	1070	97	75
Srsf7	734	608	351	849	1035	834	105	217	1321	1127	1579	223	235
Galm	36	13	9	12	14	14	588	906	221	142	195	31	50
Dhx57	1176	762	1129	1253	1172	1409	848	872	1028	538	1572	250	179
Gemin6	52	20	9	27	10	8	1	3	1	3	3	0	0
Morn2	27	20	69	105	135	150	200	282	19	14	39	1	5
Gm10190	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl4	119	128	168	120	128	183	76	55	59	11	113	10	3
Tmem178	11580	10731	8854	5035	5891	5669	104	104	46	23	418	2	8
C230072F16Rik	8	19	4	27	23	20	20	19	41	30	10	2	5
Thumpd2	321	240	372	473	482	641	791	863	132	74	301	21	19
Gm19689	10	11	7	20	15	10	10	13	29	25	8	2	2
Pkdcc	1	7	5	49	72	76	106	56	7	20	97	3	5
Cox7a2l	554	455	314	378	500	431	175	247	225	122	566	48	27
Haao	198	212	70	282	335	133	210	532	338	248	137	22	34
8430430B14Rik	1	0	0	1	0	1	4	7	0	3	1	0	0
4933433H22Rik	0	1	1	3	0	0	2	0	0	2	0	0	0
Zfp36l2	8	7	7	11	7	22	55	36	2	2	7	0	0
Dync2li1	41	37	49	111	142	167	245	345	126	103	247	20	21
Lrpprc	3315	3352	2495	4726	4618	5436	874	1023	6293	5770	5385	682	662
Abcg8	2	1	3	0	2	2	1	2	2	1	0	0	0
Ppm1b	8321	7432	5247	8704	10328	10822	3874	4600	7417	5850	10300	1502	1592
Slc3a1	922	761	292	1409	1722	1053	259	212	848	408	1225	179	123
Six3os1	3	5	3	19	19	5	4	21	31	14	2	0	0
Six3	0	0	0	0	0	0	0	3	0	2	0	0	0
Six2	1	1	0	1	0	1	0	0	0	0	0	0	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoq	231	125	228	869	944	991	4380	4934	1247	919	1529	325	353
Tmem247	0	0	1	1	4	1	1	0	1	0	0	1	0
Pigf	428	361	260	655	765	1034	1207	958	660	313	886	127	111
Atp6v1e2	0	1	0	0	2	0	0	0	0	1	2	0	0
Socs5	573	606	480	941	918	972	436	243	368	312	868	81	100
Mcfd2	105	151	87	230	361	169	145	114	107	62	162	22	27
4833418N02Rik	2	1	4	8	4	4	20	71	13	17	29	3	4
C330024C12Rik	1	0	0	0	1	0	0	0	0	0	0	0	1
Calm2	3737	3648	2905	2804	3170	2458	155	523	5718	4161	6524	1301	1323
Epcam	12	6	4	4	1	1	6	4	6	5	1	1	0
Kcnk12	3514	2969	5090	31	35	89	104	23	50	30	299	2	2
Fbxo11	6652	7016	4989	6039	6838	6537	2790	3048	2361	1480	4033	405	413
Msh6	345	477	412	332	381	380	434	241	133	86	291	26	25
Gm4832	0	4	1	6	7	2	0	1	1	0	1	0	0
Ppp1r21	1646	1405	1577	1388	1599	1768	1568	1438	741	441	1300	166	164
Ston1	12	5	3	8	8	10	76	77	20	7	11	2	0
Gtf2a1l	21	15	5	4	7	4	6	10	15	14	8	1	2
Lhcgr	18	17	12	7	10	9	274	426	24	23	7	3	3
4933400B14Rik	4	2	0	0	2	1	1	0	7	3	0	0	1
Gm4719	0	0	0	1	0	0	0	0	0	0	1	0	0
4930480K15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcyap1	1	0	3	2	3	0	1	1	54	54	113	11	12
Mettl4	419	231	306	270	509	451	270	563	270	247	400	47	57
Gm20939	14	30	9	30	18	13	57	83	67	65	88	14	8
Gnal	1902	1754	2037	4349	5023	6027	73	134	2937	1834	3587	553	434
Prelid2	14	8	3	16	19	14	302	212	52	21	17	1	1
Tpgs2	418	541	341	916	942	764	557	504	944	548	601	99	79
Cdh2	10913	10318	8867	11218	13163	16280	6289	10290	14062	8428	17483	2479	1971
Ctif	2986	2696	3795	2237	2290	3045	8450	7770	425	279	2081	75	58
Zfp438	829	542	638	997	1102	1318	1353	1935	686	341	843	93	56
Ccny	5320	4359	3835	4831	5990	6481	2205	2848	4737	3353	4901	643	519
Ss18	1910	2233	1431	1858	1987	2085	1734	1891	471	318	998	118	130
Lama3	31	26	28	60	110	72	10	48	652	587	950	106	121
Greb1l	464	335	362	699	711	848	14975	22314	240	178	721	42	40
Ccdc178	59	54	22	79	94	35	40	105	253	172	46	9	11
Ino80c	26	62	44	120	144	115	289	231	71	32	43	10	3
Rnf125	7	5	1	6	8	2	16	9	26	28	22	6	1
Gm38666	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga8	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga10	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga6	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd8	1186	1376	1123	1352	1514	1621	873	1347	944	790	1967	211	262
Pcdhga9	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37013	9	4	2	6	2	1	2	3	5	5	2	3	3
Pcdhga5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb6	0	0	0	0	0	0	0	0	0	0	0	0	0
Prob1	0	1	0	0	0	1	105	80	5	13	13	2	3
Pcdha7-g	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r2b	5227	5107	5339	1330	1470	1413	16189	19625	5088	2752	9633	961	613
1700011I03Rik	78	100	70	102	102	36	5068	6821	140	114	55	11	7
Prdm6	15	5	3	18	31	15	12	31	36	31	9	4	4
Ccbe1	32	107	19	35	40	53	68	77	101	80	1375	12	13
Nedd4l	30144	28293	29842	2963	3515	4766	5233	6073	90	53	1981	5	6
Tcof1	279	124	190	181	152	173	243	237	102	119	204	19	44
Ablim3	7018	6539	7651	2205	2356	2811	174	116	618	395	1227	166	110
Wdr7	8133	6712	5898	8676	10023	11335	3589	3460	7045	3826	8649	1136	950
Ldlrad4	19232	17713	18047	11581	13310	15125	17391	29124	4678	3049	7445	890	693
Dcc	2553	2107	1450	10266	11971	10005	89	199	387	326	3008	30	24
Myo5b	16	22	14	38	22	27	16	43	44	42	143	3	5
Atp9b	4747	4799	4489	5371	6063	6524	3485	4115	4535	3238	5560	693	606
Rttn	695	1021	694	857	1042	1173	531	520	1032	888	1218	148	130
Crem	552	525	424	946	1175	1307	739	787	834	477	886	139	83
Cul2	1230	1073	842	1405	1498	1857	540	490	720	382	1200	163	103
Svil	19	22	18	66	54	110	309	528	6514	3335	8105	1315	923
Gm10556	3	2	1	6	2	0	1	0	10	55	1	0	5
Arhgap12	2369	2411	1577	3335	3893	4014	2307	2680	3039	1944	4552	589	448
Gm10125	4700	4579	2757	4660	5278	5427	1245	1324	3219	2232	3363	501	355
Zeb1	13375	11306	9813	14461	16926	19444	8146	9937	5544	3591	8268	1033	916
Mkx	54	31	29	3071	3349	4393	1084	1214	39	38	991	1	2
Armc4	79	61	39	124	146	119	852	1398	102	80	123	9	13
Mpp7	6865	5553	4715	17721	21205	23498	1130	1520	123	50	1237	4	4
Rock1	5991	5041	4031	5089	6135	6210	2010	2378	4766	3915	4367	721	669
Colec12	82	47	68	43	54	76	4176	5016	120	98	74	8	6
Thoc1	2575	2176	1791	3313	3817	3527	848	874	2944	2321	2995	493	440
Mib1	3146	3124	2370	3033	3647	3834	2120	2262	2183	1587	2974	389	318
Tmem241	1066	703	851	1655	1791	1890	1239	1974	760	793	1142	91	105
Npc1	554	389	774	453	594	753	715	492	234	100	669	80	60
3110002H16Rik	566	319	397	364	559	630	485	520	251	109	538	67	32
Rbbp8	562	486	311	182	221	244	142	178	382	252	600	57	82
Cables1	415	388	643	389	399	635	31582	43770	24	9	227	1	0
Osbpl1a	2078	1851	1751	6996	8307	9021	2649	2780	2663	1639	4300	541	386
Impact	955	957	623	2453	2889	2979	668	931	744	486	1647	170	155
Ttc39c	2518	2345	2751	1171	1407	1522	355	503	552	459	1482	147	160
Zfp521	38107	36089	35075	27862	31860	34718	22446	29364	199	165	3219	13	7
Taf4b	481	376	209	668	976	989	135	80	397	204	518	64	52
Chst9	40	36	25	12064	14137	14244	284	403	97	75	122	5	9
Kctd1	936	560	925	3106	3617	4074	583	555	2977	1867	3348	615	523
1700001G01Rik	14	12	4	14	13	4	4	10	29	25	4	4	2
Dsc2	51	81	88	9	2	2	0	0	3	4	1	0	0
Dsg4	1	3	0	8	6	3	2	4	8	8	2	2	1
B4galt6	2544	2076	2262	2877	3130	3290	953	1775	1112	814	1877	205	276
Dsg2	23	12	17	50	27	14	7	10	15	16	12	0	1
Dsg1a	15	7	6	21	28	5	8	27	26	24	5	1	2
Trappc8	2784	3119	2550	3640	3826	3959	1353	1491	1658	918	2655	283	227
Klhl14	16	8	3	21	20	5	6	19	28	26	37	0	5
Garem	2234	2243	2251	1123	1348	1765	1966	2258	424	300	1157	71	70
Nol4	7180	5407	4965	12718	15033	16902	2550	3256	15656	9279	13967	2570	1719
Asxl3	483	490	861	798	961	1058	59	151	1348	845	1434	209	157
Dtna	33641	27771	26780	16029	18736	21417	48821	57733	3974	3287	6696	562	430
Mapre2	6034	5195	5048	2366	2902	3106	2360	3049	2479	1959	4084	425	353
Rprd1a	2319	2869	2320	2243	2546	2837	1404	1694	1345	864	2336	258	179
Fhod3	743	464	581	4484	4548	5286	300	252	5425	3899	7655	1000	870
Galnt1	1545	1490	1299	1989	2090	2468	1627	2541	1447	1259	2076	291	361
Celf4	15955	15932	18991	8761	9134	10744	375	330	199	123	2008	27	27
AW554918	7880	6360	4544	5464	6714	7015	2545	2955	2567	1712	2388	331	309
4930474G06Rik	80	63	24	81	99	50	41	86	215	161	75	14	12
Pik3c3	1421	1444	1184	1059	1379	1540	899	959	807	407	1113	157	118
4930578E11Rik	40	34	7	65	68	25	18	71	169	162	30	3	5
Rit2	12727	12551	9022	10767	13366	13157	73	151	6203	3812	6072	790	528
Wdr33	8840	8105	6166	7052	8430	9055	4533	5637	7000	3719	10721	1621	1246
Slc25a46	2826	2817	1373	5039	6330	4204	542	646	5566	3960	3091	543	477
Ercc3	345	327	359	319	265	344	348	239	177	162	435	39	39
Myo7b	18	16	5	12	16	4	12	54	53	28	5	1	1
Sap130	1374	1679	1845	2084	2366	2746	1690	1816	990	536	1797	204	197
A830052D11Rik	27	52	36	72	43	80	50	47	70	13	58	15	4
Camk4	59996	51547	51566	6369	7351	9415	368	218	2971	2020	5307	565	493
4930455D15Rik	43	43	22	115	119	50	37	209	304	178	59	17	18
Fam13b	2568	2288	2743	3575	4125	4572	2348	3042	6949	4124	11045	1619	1413
Epb41l4a	152	37	57	126	94	89	87	71	38	57	694	2	5
Gm10548	10	3	23	29	27	16	13	22	4	6	16	0	0
Cdc25c	2	2	0	11	5	6	0	5	6	9	2	0	2
Sil1	3305	3199	2611	1787	1822	1923	2708	3503	2389	1571	3018	401	396
Ctnna1	1324	1227	956	80	98	114	1737	2307	53	59	178	7	14
Ankhd1	5300	5480	4722	4642	5544	6268	2810	3094	3591	3030	4593	624	654
Nrg2	23148	22239	27765	16740	18287	22260	2746	4720	17473	8757	22537	3752	2671
Pfdn1	992	1392	1026	1131	1285	1453	846	808	543	398	1183	122	89
Ube2d2a	3117	3216	2450	2758	3498	3175	1515	1798	2479	1664	3355	398	482
Pcdha10	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha6	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhac1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha12	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha9	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb8	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha11	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha1	60	91	41	40	75	85	1	0	45	45	95	17	12
Pcdhb17	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaph1	1565	1714	1465	1468	1535	1666	998	874	923	567	1672	195	167
Pcdh12	1	2	2	3	3	5	0	1	3	3	0	0	0
Nr3c1	6078	5468	4743	4812	5687	5626	3950	4102	949	483	1446	148	73
Gm5820	155	99	194	390	304	700	2355	2370	88	3	250	12	1
Arhgap26	18061	16409	18777	1269	1213	2016	5610	6472	86002	48511	109867	17025	12482
Kctd16	31	33	39	8798	9833	9628	39	49	1897	1436	3233	235	204
Rbm27	1581	1335	1418	1316	1632	1815	857	803	928	603	1477	205	143
Lars	1759	1661	1348	4016	4402	4099	1348	2222	1095	773	1909	220	249
Sh3rf2	12	8	0	12	11	5	9	20	35	22	3	1	0
Gm94	3	1	0	0	1	0	1	0	0	0	0	0	0
Dpysl3	63	59	62	616	682	658	549	601	51	33	560	8	5
Jakmip2	9686	9289	7419	5688	6515	7955	5297	6122	7735	4436	9045	1337	945
Stk32a	147	43	161	93	68	169	12264	18680	33	26	107	3	3
Mcc	11860	11018	10567	1575	1773	2288	21767	34565	429	324	2253	44	75
Spinkl	3	2	1	0	0	1	1	1	3	0	0	0	0
Kcnn2	3597	2595	2695	11743	13218	14297	22215	35999	3717	2419	4282	444	401
A330093E20Rik	230	209	89	403	477	298	807	1348	539	398	240	34	36
Commd10	1983	1886	1576	2491	2694	3078	1100	1385	1860	1339	2320	329	314
Pggt1b	747	838	813	1116	980	1164	566	787	739	403	1038	141	118
Arl14epl	1	1	0	1	0	0	1	1	1	0	2	0	0
G630055G22Rik	13	19	11	23	33	16	21	46	89	77	27	6	8
Gm5095	29	30	11	59	78	23	24	65	151	132	32	7	12
Sema6a	2801	2755	3034	2832	3680	3723	675	593	160	166	810	16	36
Tnfaip8	27	26	20	62	41	59	2037	2348	22	25	15	1	2
Dmxl1	9601	8047	5888	10170	11790	13373	2394	2902	6530	3664	8217	1212	905
1700065O20Rik	0	3	0	1	1	0	0	1	1	1	0	0	0
Prr16	10739	9596	7448	180	156	327	565	811	197	152	420	18	7
Snx2	2177	1695	1666	2415	2796	3103	1438	1417	1823	1098	2018	304	190
Snx24	2784	2366	2566	2642	2817	3189	1476	1501	3903	2426	5149	760	540
Sncaip	50	198	52	57	47	67	3022	3308	11	19	205	0	1
Cep120	1082	1033	1399	840	872	1155	709	861	367	327	889	63	109
Csnk1g3	3906	3503	2655	2844	3691	3611	1903	2353	2208	1648	2931	324	349
Zfp608	2009	2292	2130	5741	6910	8536	15597	16039	5357	3392	6599	878	816
Gramd3	89	57	78	37	46	59	7170	8312	51	37	80	1	9
March3	1871	1687	1462	1256	1424	1777	1438	1067	947	686	1630	138	143
Megf10	84	71	98	15519	17310	20002	7689	9431	129	114	205	6	4
Slc12a2	9608	8377	4710	1722	1833	1762	969	845	1334	1314	1593	121	135
Fbn2	20	19	5	36	55	43	19	37	89	61	56	9	9
Slc27a6	7	6	6	12	13	6	7	21	36	19	2	1	1
Adamts19	31	29	13	27	45	21	160	364	76	71	54	8	4
Chsy3	27	32	22	162	159	117	495	444	431	180	1643	46	19
Ndst1	119	96	173	243	230	305	1205	1231	288	218	723	74	145
Dctn4	955	784	885	923	1160	1100	806	1152	367	319	894	109	139
A530050N04Rik	1	2	5	30	4	3	1	16	38	23	51	4	3
Slc26a2	57	162	176	73	59	70	191	61	53	26	118	18	14
Ppargc1b	7773	7628	9733	2220	2332	2740	522	901	2394	1713	2789	400	402
Pdgfrb	14	5	10	11	6	8	1471	1221	11	3	8	0	0
Afap1l1	387	175	245	39	20	27	8	13	6	6	31	0	0
Camk2a	16	14	3	65	80	38	16	48	2626	1845	4144	612	449
Htr4	44	14	5	79	103	53	6	7	25	28	232	2	0
Sh3tc2	9	5	6	118	235	161	0	8	14	16	7	0	0
Spink13	4	6	4	115	158	126	2	17	46	37	60	2	1
Fbxo38	849	940	985	1230	1404	1475	631	659	745	479	1263	148	165
Spink10	687	381	555	623	637	762	112	102	433	251	482	50	58
Piezo2	59	51	27	90	103	56	58	236	163	122	53	12	11
Fech	784	862	608	988	1085	1052	722	1147	1009	785	733	94	114
Atp8b1	14	17	34	27	46	16	23	83	43	27	20	2	4
St8sia3os	56	147	94	44	54	50	7	23	86	49	28	5	4
Onecut2	142	293	345	16	15	16	28	4	13	6	144	0	1
Zfp532	2063	1517	1749	2002	2529	3371	4939	4236	1507	701	3070	342	234
Alpk2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466p	232	459	377	434	466	414	190	122	413	211	284	46	45
Spire1	3865	3367	3775	3652	3788	4412	3885	6559	7707	4592	11262	1758	1652
Mppe1	424	218	206	386	357	520	25	82	384	235	527	64	72
Cep76	259	265	163	150	191	188	118	306	9094	6564	10889	1642	1526
Mc2r	7	3	3	13	14	10	10	13	16	16	9	3	1
Fam210a	1447	1680	1665	1219	1538	1701	1106	1373	733	423	880	103	75
4930546C10Rik	19	23	8	19	27	10	21	50	80	62	13	7	5
Rab27b	25	13	20	1312	1457	1757	0	15	38	27	408	6	4
Tcf4	43937	41868	35294	36823	41502	46434	22452	26971	235	144	4055	26	23
Poli	73	50	89	105	162	217	95	22	73	96	95	11	25
Smad4	2869	3133	2506	2233	2493	2779	2088	2784	590	477	1167	105	110
Mapk4	1692	1527	1779	8269	8927	11711	11470	18319	1373	996	2847	266	274
Me2	516	749	714	550	621	730	264	320	387	191	790	83	95
Cfap53	652	419	397	312	424	396	145	285	75	54	66	11	7
9030625G05Rik	1	1	0	0	2	0	2	15	6	1	0	0	0
Dym	10597	9737	10586	5021	5475	7394	2904	3564	7929	4707	12620	1666	1449
Smad2	1367	1334	985	2012	2311	2165	1081	1288	1482	965	1839	263	305
Zbtb7c	26	20	37	41	36	28	954	999	115	84	133	15	3
Pias2	8088	6431	4771	8619	9855	10581	3422	3158	5344	4156	6707	744	837
Ier3ip1	301	138	172	346	443	396	107	89	456	308	391	52	52
Loxhd1	175	183	80	72	138	50	28	70	286	228	320	52	60
St8sia5	15932	14536	15339	13765	16075	18193	469	472	12195	10292	8901	1747	1668
Rnf165	1085	1209	973	1776	1830	1661	76	24	1522	912	973	168	160
Slc14a2	67	77	64	124	119	62	5508	6048	155	116	136	20	18
Pstpip2	175	80	118	420	417	568	24	51	829	485	1090	216	159
Epg5	2181	1945	1942	1691	1797	2269	1070	1361	1051	891	2063	235	284
Slc14a1	31	11	22	8	9	10	2382	2025	3	3	5	0	0
Setbp1	27962	26250	26022	7102	7974	9653	16417	19276	3842	2257	6073	638	398
Nfatc1	65	74	102	15	31	26	1491	1290	136	113	145	24	28
Pard6g	1207	1607	1841	194	273	289	239	200	172	121	342	33	28
Kcng2	21	9	18	104	136	99	174	632	890	341	1095	224	122
Txnl4a	284	335	217	458	418	332	214	150	147	173	280	33	85
Mbp	2612	1803	1794	953	1066	1015	265	327	347	375	426	30	54
Zfp516	306	209	364	635	877	886	4515	3891	1385	964	2301	291	245
Zfp407	7611	6791	6481	4681	5531	6287	5198	5640	5983	3204	7207	1085	741
Tshz1	1145	618	1030	1386	1501	1782	1186	1019	486	331	599	51	43
Cndp2	169	45	57	335	286	201	68	82	42	20	158	6	12
Dok6	303	180	144	4594	5693	5420	4230	4773	3701	2501	3526	518	350
Cd226	6	4	5	112	108	70	97	124	72	52	22	6	7
Vmn1r238	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6225	368	72	136	114	143	211	193	135	73	22	117	19	4
Bambi	6	20	3	11	4	4	241	193	1	1	1	0	0
Lyzl1	4	2	2	1	5	0	3	3	13	4	4	1	0
Mtpap	1160	792	1147	1480	1582	2041	445	469	645	387	995	140	113
Map3k8	164	116	231	48	63	85	107	22	3	6	20	0	1
4833419F23Rik	27	27	11	18	14	7	1	0	2	3	9	0	0
9430020K01Rik	16	64	17	15	16	22	28	56	18	21	25	2	3
Kif5b	1920	1458	1437	2335	2687	2560	900	846	900	684	1568	186	195
Epc1	5871	4694	4641	3792	4715	4789	5011	6575	1587	1002	3163	388	300
Mir1893	0	0	0	0	0	0	0	0	0	0	0	0	0
4921524L21Rik	1	3	1	8	6	1	0	3	7	4	1	1	0
Rab18	596	654	570	766	931	1109	487	418	700	402	849	151	99
Wac	6297	6261	3990	6162	7265	6968	2388	2836	4212	2732	3656	557	469
Fzd8	1	1	1	28	16	19	4	4	2	1	1	0	0
Gjd4	0	0	0	0	0	1	0	0	0	2	0	0	0
Cetn1	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp14	1904	1414	1132	1961	2222	2444	726	732	1044	666	1836	236	249
Esco1	2067	1525	1714	2255	2612	2697	1506	1740	1538	840	2351	328	277
Snrpd1	120	344	178	282	286	289	82	203	117	78	187	34	19
Abhd3	395	182	282	766	944	966	1443	2221	4499	3501	6707	931	936
4930563E18Rik	0	0	0	10	12	5	0	3	7	0	5	0	0
Mir1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1a-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir133a-1	0	0	0	0	0	0	0	0	0	0	0	0	0
1010001N08Rik	5	2	0	1	1	1	0	2	8	7	3	2	1
Gata6	3	6	1	4	7	2	1	5	5	5	1	0	0
Mir1901	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6277	139	53	98	31	67	72	10501	12258	2	4	40	0	0
Riok3	1252	1054	1542	1574	1575	2031	1011	1018	966	422	1848	271	137
Ankrd29	360	355	466	797	888	1013	72	190	529	390	968	113	105
Cabyr	194	198	213	362	490	541	77	42	106	39	205	34	11
Mir1948	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrh4	1	26	1	7	3	6	0	2	6	5	0	1	0
8430422H06Rik	15	14	1	9	7	14	3	9	44	50	6	2	1
Psma8	6	4	0	10	8	7	3	3	22	11	14	4	0
4933424G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp4	71	31	52	106	85	77	2175	2259	17	12	109	4	1
Gm15328	74	35	54	95	108	135	1	27	120	39	142	33	16
4921533I20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
4930545E07Rik	1	0	1	2	0	0	1	3	2	1	1	1	0
Dsc3	10	6	2	16	22	3	8	30	71	54	5	3	3
Dsc1	5	0	1	1	2	4	1	2	11	3	2	0	0
Dsg1c	3	1	2	1	2	7	1	0	1	6	2	0	2
Dsg1b	5	1	1	4	5	8	2	3	4	15	2	1	2
Dsg3	1	3	2	6	8	2	4	11	7	12	2	0	1
Ttr	61	65	26	81	136	105	14	18	16	6	66	2	0
Mep1b	1	3	0	5	2	4	1	3	14	2	3	0	0
Rnf138	817	937	582	1373	1495	1425	345	604	842	642	904	123	152
4930426D05Rik	1	1	0	3	0	0	0	2	0	0	0	0	0
Gm7788	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6360	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15972	0	1	0	1	0	0	14	12	0	1	4	0	2
Zfp397	476	647	433	504	524	874	398	244	196	112	353	57	42
Zfp24	92	127	124	186	240	187	189	221	90	96	180	15	25
Zfp35	205	152	119	164	131	252	137	122	32	49	162	7	27
Mir187	0	0	0	0	1	0	0	0	0	0	0	0	0
2700062C07Rik	167	87	160	182	148	255	185	203	105	71	157	23	5
Elp2	1212	1270	1235	1775	1812	1921	883	1030	1014	831	1823	238	268
Slc39a6	525	272	236	921	1161	406	115	273	73	53	152	18	6
Mocos	6	7	10	26	17	16	88	122	21	36	30	5	5
4930527G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	7456	5666	2456	3817	4159	2013	78	39	1063	697	910	199	189
Polr2d	37	96	45	31	63	52	52	100	19	20	70	2	9
Ammecr1l	693	757	707	700	800	917	1085	1444	1456	455	886	157	101
Lims2	2	1	13	10	26	36	15	9	16	12	17	0	0
Gpr17	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d3	41	258	74	59	96	135	55	38	53	17	66	10	6
Iws1	1793	2000	1672	1481	1825	1735	878	738	905	743	1196	128	133
Map3k2	4085	3092	2730	3796	4309	4390	1141	1310	1800	1463	2501	310	338
Proc	6	2	1	5	10	7	4	12	22	21	5	0	0
Bin1	1907	1587	2042	2003	1989	2488	959	1085	881	440	1710	180	129
Gypc	4	4	1	4	6	1	51	20	3	4	2	2	0
