Gene	628_nd1_gfp	629_nd1_gfp	630_nd1_gfp	641_pcp2_gfp	642_pcp2_gfp	643_pcp2_gfp	644_pcp2_gfp	796_sept4_gfp	797_sept4_gfp	798_sept4_gfp	799_sept4_gfp	952_glt25d2_gfp	953_glt25d2_gfp	942_glt25d2_gfp	1195_ntsr1_gfp	1196_ntsr1_gfp	1197_ntsr1_gfp	SRR1647854_mo_excit	SRR1647855_mo_excit	SRR1647856_mo_pv	SRR1647857_mo_pv	SRR1647858_mo_vip	SRR1647859_mo_vip
Gnal	2795	3357	1796	2149	3431	2521	3076	230	185	156	292	832	1214	2137	649	504	902	2356	2548	4962	7055	5583	4939
Prelid2	3	3	1	4	2	3	7	1008	286	457	327	46	10	24	3	8	8	49	68	3	8	124	85
Tpgs2	590	854	635	686	909	743	895	3359	1024	1514	1769	1051	1925	1807	434	306	423	694	791	1193	1845	1562	1174
Cdh2	12478	14393	9890	11020	14553	11170	15407	12171	6973	11973	9136	12612	16430	21452	8687	7873	12769	13607	14923	6246	8086	28584	20384
Ctif	4926	5493	4073	279	398	432	364	3607	1765	1779	2577	4572	3979	5296	1361	945	1650	5609	6313	9888	12848	29851	22098
Zfp438	749	643	445	408	837	672	715	2979	1339	1248	2687	1073	862	1150	354	324	522	496	539	437	657	885	799
Ccny	5849	5999	4079	4712	7154	5174	6258	4152	2830	2740	4864	12550	12176	14585	3667	3408	4715	4158	4495	3883	4942	9233	6224
Ss18	1871	2385	1653	279	515	320	389	1369	1012	481	1566	735	1190	951	457	399	588	813	816	744	891	2204	1298
Lama3	49	23	18	578	884	744	667	36	4	20	8	42	135	216	76	41	83	212	345	3007	3677	13258	1739
Greb1l	285	359	150	116	189	175	146	10843	7179	7815	8987	2182	2124	2219	247	230	330	2636	3076	1418	1658	2578	4667
Ccdc178	12	14	9	22	18	14	34	30	19	23	20	48	21	34	14	9	13	14	7	14	14	46	40
Ino80c	42	44	82	15	42	13	45	86	168	58	287	84	31	37	24	22	44	85	127	101	236	210	114
Rnf125	12	4	1	7	30	10	36	35	24	3	17	6	2	7	2	5	1	16	8	5	12	6	3
Gm38666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd8	1886	2361	1525	703	1016	770	1020	579	932	557	1415	1114	1329	1431	369	287	593	1433	1728	2066	2881	5105	3279
Pcdhga9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Pcdhga5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prob1	6	0	0	0	5	0	9	170	48	2	4	4	36	3	3	1	10	40	51	65	157	155	83
Pcdha7-g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r2b	5528	6744	3507	6530	8756	7022	7989	14563	5673	9029	5193	45968	35125	68502	9252	8506	14165	31791	35718	47331	46455	49492	39584
1700011I03Rik	10	16	20	31	28	27	31	920	593	739	250	192	11	163	29	25	73	61	58	7	19	30	11
Prdm6	2	8	10	7	13	12	18	4	4	9	3	521	292	56	6	8	11	4	5	16	9	36	18
Ccbe1	80	11	7	17	30	31	26	12	2	11	6	1842	1559	2026	102	93	107	2940	2032	700	788	1168	861
Nedd4l	36792	41772	27413	68	180	274	216	3335	1967	2864	1884	15096	14460	19784	3469	2831	4622	20798	21581	9238	12577	32212	24956
Tcof1	281	191	177	36	66	32	75	26	88	84	166	98	170	209	19	15	24	443	494	609	976	1022	552
Ablim3	10051	14413	8331	763	1284	982	1052	341	67	59	44	1405	1572	1951	325	273	342	1486	2000	3020	3995	10415	7674
Wdr7	8211	8632	6140	4563	6426	4875	6469	5487	3206	2977	4269	16668	14255	22672	4701	3985	6374	9859	10265	13138	16234	19576	13406
Ldlrad4	22263	26138	17173	2928	4308	3306	3731	17402	7840	10156	7134	19536	17216	27128	4220	3498	5868	20799	21169	6562	8019	16918	12852
Dcc	3791	4475	2907	50	120	186	176	86	119	147	88	14059	10722	19795	13908	11893	14794	14610	13747	5980	7640	70226	54668
Myo5b	9	27	12	22	21	14	24	29	5	6	11	297	644	598	137	121	232	478	618	9493	10622	394	302
Atp9b	5357	6597	4385	3311	4995	3701	4824	5020	2867	3237	3820	14973	14175	17761	3228	2877	4415	8122	9195	6047	7845	13440	9531
Rttn	1150	724	1065	756	1357	831	1274	2093	1973	2559	1823	1230	1572	1287	437	382	651	451	601	1040	1517	2006	1427
Crem	618	710	407	809	1275	801	1332	2428	1424	1470	2055	1242	1006	1253	338	236	378	529	706	463	626	2234	1611
Cul2	1871	1464	2114	819	1547	1065	1647	1859	1013	1456	1267	2409	2877	2686	788	672	990	1413	1747	1602	2163	3330	2428
Svil	19	34	34	3106	4857	3479	4826	298	259	151	465	350	71	218	31	31	39	110	133	418	477	5722	4159
Gm10556	0	0	0	2	3	0	2	0	1	0	2	2	1	2	4	0	1	1	1	0	2	76	37
Arhgap12	1780	2294	1751	2650	3841	3204	3605	8118	2633	2937	2795	3658	3252	4273	228	194	333	531	644	2574	3349	4684	3230
Gm10125	3009	3656	2583	1712	2031	1509	2190	924	604	654	1595	2976	2441	4901	655	464	789	1020	982	2929	3890	2486	909
Zeb1	14370	14287	11083	4159	5810	5351	6463	6505	3627	4603	3232	14486	12317	20221	2121	1907	2911	4726	5228	4269	5100	15970	11975
Mkx	29	22	9	9	14	12	11	794	313	262	232	3966	3083	4369	390	468	823	4087	3459	10271	11611	3661	2555
Armc4	10	11	8	17	26	23	32	437	1104	237	709	191	69	111	13	15	17	106	119	86	128	30	20
Mpp7	5747	7570	3872	37	61	141	140	2567	1470	993	1427	2318	832	1011	215	195	311	476	454	1409	1594	836	944
Rock1	5495	5283	4285	4100	6161	4390	6207	6850	3215	4044	4131	10194	10839	13059	2920	2398	3529	2248	2715	2108	3112	6945	4590
Colec12	8	5	10	64	32	24	44	5856	2789	1930	2555	729	255	375	40	35	43	34	94	16	51	369	160
Thoc1	2100	2568	1550	1808	2998	1837	2894	1310	1340	1483	981	3971	4221	5922	1272	976	1456	1011	1369	1939	2997	4295	2598
Mib1	3565	3957	3237	2634	3469	2823	3461	3692	3058	3371	2773	7025	6316	7940	2245	1676	2924	3222	3568	2825	3699	7839	5267
Tmem241	933	1210	475	261	780	342	514	2000	804	569	674	1221	916	1312	287	258	453	696	694	2393	3159	1838	805
Npc1	1355	1867	1289	293	512	273	412	2307	1629	1455	2328	566	884	885	221	206	280	1102	1470	2519	3838	3387	2486
3110002H16Rik	538	780	598	133	234	229	221	131	305	147	248	307	494	346	135	119	156	705	742	1112	1696	1799	919
Rbbp8	537	668	502	400	547	328	465	274	69	365	98	1051	749	1251	249	228	243	452	468	542	858	725	571
Cables1	593	678	514	49	15	16	29	12893	7678	6740	7721	1360	1089	1731	435	310	538	2827	2979	3112	4434	3285	2598
Osbpl1a	2366	3369	1823	1512	2578	1638	2583	3800	1564	2516	2537	5610	4616	7500	2211	1878	3316	8115	10377	7600	10163	5317	3269
Impact	726	1214	987	449	691	433	683	1668	716	1356	1005	2216	1802	2586	592	542	814	1655	2140	2957	5144	9484	4286
Ttc39c	4164	4865	3522	393	709	373	538	139	34	41	145	955	1182	1038	274	268	388	1603	1803	4148	5362	6148	2831
Zfp521	44448	52571	36387	97	171	214	304	14919	9347	10097	9227	301	199	180	58	25	81	153	229	349	441	982	484
Taf4b	331	343	199	262	445	402	395	55	442	170	201	1195	1326	1528	421	298	406	357	418	579	784	755	461
Chst9	53	10	4	10	29	13	21	130	110	73	53	2058	1489	2181	234	282	359	287	278	21	27	89	43
Kctd1	1070	1722	1146	2000	3072	2238	2681	669	460	233	404	2572	2628	2935	1022	885	1546	4428	5637	1345	2377	2341	1147
1700001G01Rik	2	1	0	2	3	1	4	3	2	2	2	1	5	2	3	7	3	0	1	1	1	3	3
Dsc2	18	15	10	1	2	4	2	2	2	2	0	14	29	22	19	41	44	27	48	65	65	245	251
Dsg4	7	0	0	1	2	1	3	0	0	0	1	1	3	2	1	0	1	0	0	0	0	3	2
B4galt6	3494	4313	3553	926	1545	869	1149	2165	1349	2503	2563	2159	2956	3096	874	843	1072	1874	2275	2809	4638	4935	3748
Dsg2	1	5	3	0	1	0	5	2	6	1	2	180	149	327	68	70	97	103	191	298	371	231	202
Dsg1a	1	1	0	1	2	0	4	2	0	1	1	0	1	1	8	3	1	0	0	0	2	4	6
Trappc8	3407	4489	3178	1680	2638	1676	2057	3427	2145	2842	2099	4042	5219	4274	1428	1257	1704	2267	2725	3069	4505	6965	4679
Klhl14	5	3	6	11	10	20	19	10	7	9	15	139	185	294	5	5	5	14	21	360	592	31	29
Garem	2212	2941	2265	392	920	566	719	2686	1889	2543	1787	4568	5352	6545	1420	1354	2127	4848	5102	3950	5636	4606	3254
Nol4	8276	7988	6074	14372	20665	15560	19948	6002	3243	3913	3673	21806	16910	29221	4818	4611	6256	10574	10133	6203	8170	19751	12995
Asxl3	1028	1949	1001	1065	2246	1428	1609	87	236	195	139	5828	5224	7778	1250	1295	1869	2780	3153	2715	3637	5178	3622
Dtna	29400	32520	22362	3043	4573	3671	3618	69862	39001	45335	39467	22936	17091	29113	9312	8582	13804	15009	15531	18157	22335	33329	23233
Mapre2	8411	10747	7771	2125	3158	2509	3121	2426	1754	2640	2335	4708	3536	5046	932	856	1449	5782	7665	5487	8965	9595	6565
Rprd1a	3442	4389	2976	694	1226	856	1175	3552	1923	2090	2003	3322	2834	3091	986	811	1249	2058	2817	2662	3565	6218	4352
Fhod3	1594	1030	1180	4258	6368	5496	5769	33	96	224	241	9257	7965	12091	3459	2542	4152	16703	16644	10319	11839	10795	8572
Galnt1	1568	2468	1191	1572	2417	1575	1671	2956	2481	2487	3380	2343	1544	2259	544	515	849	970	1083	1982	2683	3745	2831
Celf4	27585	31269	17963	96	223	201	262	521	389	559	440	20334	18358	32991	5634	4961	8726	26355	27366	10060	15122	41440	31333
AW554918	4916	5777	3873	1887	2448	1911	2337	10278	3682	2223	3524	5914	4217	6625	1200	994	1799	1906	2224	2188	2693	6013	4409
4930474G06Rik	15	15	12	18	24	33	45	17	48	15	18	42	65	209	27	13	20	19	22	21	21	34	26
Pik3c3	1221	2478	1743	451	534	562	684	1140	824	1505	1360	1197	1273	1542	513	429	767	1704	2051	1748	2402	6577	4570
4930578E11Rik	6	6	5	17	16	10	20	12	8	20	28	11	51	40	9	7	8	10	9	2	5	12	11
Rit2	12031	12672	8338	5347	8049	6489	7534	195	175	316	378	22533	15610	23428	2842	2990	4233	5532	5584	3562	4730	19261	14649
Wdr33	8748	9377	6710	4090	6386	4729	5814	6041	4805	4280	6372	5913	5616	7584	2151	1782	3117	4589	5169	6212	7492	12779	9345
Slc25a46	1753	1954	1516	4762	6674	5446	6215	10589	5354	2689	7062	8012	7448	8258	2768	2379	3515	1528	1677	1997	2860	4591	2728
Ercc3	657	841	799	187	190	137	211	323	149	45	135	302	298	399	126	81	146	633	730	801	1165	1155	885
Myo7b	0	33	2	0	12	5	3	0	2	5	3	2	4	2	1	0	2	4	5	11	6	4	5
Sap130	2018	3400	2337	845	1157	1028	1057	1897	1485	1070	1360	2533	2370	2441	679	540	935	2239	2612	3373	4628	7099	4514
A830052D11Rik	16	6	47	17	41	23	48	40	26	68	14	143	181	129	61	18	40	158	211	294	527	188	141
Camk4	68687	83158	50303	2427	4188	3452	3474	2503	1414	1454	2082	14524	12269	16777	4643	4382	7266	14064	14457	1966	3416	9442	6749
4930455D15Rik	13	36	19	24	23	22	36	38	47	42	29	83	56	43	16	11	12	14	14	11	12	23	21
Fam13b	3413	3692	2750	4285	6133	4580	5953	3653	1967	1996	1411	3112	3211	3207	889	695	1110	2142	2716	3550	5085	7729	5445
Epb41l4a	97	211	71	22	28	22	44	38	37	13	3	35	49	154	21	16	23	70	106	1239	1376	886	831
Gm10548	15	30	53	5	1	4	7	2	11	41	12	28	41	74	12	18	28	98	134	103	161	192	99
Cdc25c	3	1	4	7	4	7	10	18	7	17	23	16	12	8	1	0	2	8	13	7	7	9	4
Sil1	2646	3107	1920	1197	2336	1729	1921	6248	1521	1852	1750	1463	1581	1550	579	532	1037	1255	1427	1979	2455	3306	2757
Ctnna1	1022	1268	1074	21	42	39	40	5253	1998	2387	2775	743	977	1053	956	777	1078	978	1166	1732	2565	1815	1390
Ankhd1	5957	7285	5304	3489	4613	3525	4895	7417	4983	4155	5485	5922	6877	8245	1761	1526	2282	3481	4375	4765	6774	9217	6183
Nrg2	29607	33867	18457	8872	12091	10778	10805	3420	1837	2203	1215	4796	4803	9052	1644	1345	2454	6219	5739	10611	10368	14607	10175
Pfdn1	1025	1593	1245	453	778	698	738	1463	683	945	714	1023	1314	1770	357	306	537	968	1111	1376	1786	2778	1913
Ube2d2a	2835	3068	2048	1364	2195	1579	1701	6628	2890	3098	3199	3888	4523	4155	1229	1007	1528	1551	1901	1907	2678	4949	2795
Pcdha10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhac1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha1	152	269	102	143	84	109	112	0	5	0	11	273	159	198	58	42	75	67	54	75	113	242	136
Pcdhb17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaph1	1981	1774	1818	653	1064	748	1114	796	587	569	583	2758	3616	4022	527	482	730	1817	2511	1936	2556	5179	3261
Pcdh12	5	1	1	1	0	1	2	0	0	0	0	0	1	0	1	1	1	5	5	5	14	3	8
Nr3c1	6928	7193	6481	1030	1274	838	1280	8999	5020	5187	3984	9753	7315	10111	2496	2155	3803	4464	5470	2986	3561	9007	6169
Gm5820	183	152	146	50	24	16	53	981	554	505	628	692	681	652	83	93	155	1149	573	5426	4966	3469	3379
Arhgap26	27104	33177	21370	50474	52717	54179	73068	2571	2231	2015	2504	22447	21094	31315	6128	5564	9716	20114	21219	20665	24386	26802	20077
Kctd16	159	93	84	688	959	654	1007	234	7	88	8	31140	21352	39129	6236	7380	11630	39706	36458	19842	19193	91492	68654
Rbm27	1918	2975	1886	834	1231	839	1060	1279	1394	873	985	1540	1920	2348	689	623	842	1154	1360	1557	2315	3416	2379
Lars	1820	1986	1588	630	913	635	946	912	851	1244	747	1401	2115	1638	576	454	776	1751	2141	2455	3190	4987	3439
Sh3rf2	1	4	1	2	9	4	13	1	1	2	1	6	26	43	8	8	13	58	56	7	18	15	19
Gm94	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl3	25	77	58	23	34	16	44	110	52	45	44	737	1112	1131	153	185	283	573	720	1126	1558	3663	2651
Jakmip2	11360	11859	8017	5556	7998	6661	7350	5377	3342	2843	4344	13469	11851	18216	4239	4246	6381	9185	9878	9619	11677	18438	13604
Stk32a	26	2	7	8	23	21	17	16362	10147	8993	8807	81	187	421	10	6	4	49	48	32	55	1620	1356
Mcc	13748	18202	9251	361	677	473	402	18178	8663	11812	11183	1233	1205	2128	671	673	735	2610	2451	3025	3516	8056	6618
Spinkl	0	0	0	0	0	0	0	5	1	1	1	1	1	4	0	0	0	0	0	0	0	1	0
Kcnn2	1865	2744	1879	2690	4363	3278	3560	34008	18706	20300	17404	42086	32857	50725	6254	5878	8781	7485	9756	7875	11250	50311	39452
A330093E20Rik	89	57	37	215	329	338	309	1221	1166	1730	681	2302	1574	2709	317	244	366	196	234	240	306	1531	1258
Commd10	2040	2491	1796	1644	2349	1579	1922	2821	786	1039	1000	4581	3853	5347	1280	1038	1868	2962	2910	4323	4638	4758	3521
Pggt1b	972	1241	1099	638	1216	754	927	2307	893	1268	744	1420	1560	2085	503	416	651	1019	1137	1185	1890	2773	2020
Arl14epl	1	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1
G630055G22Rik	7	6	2	10	9	9	17	5	7	7	5	13	45	22	7	10	23	15	3	6	0	16	8
Gm5095	11	10	8	18	39	23	34	13	13	14	11	15	31	14	13	8	14	8	14	10	19	40	37
Sema6a	6444	8238	5768	453	889	611	678	1425	1060	720	1923	2257	2370	3344	389	378	567	1529	1766	3369	4814	18884	12164
Tnfaip8	21	13	48	4	9	5	7	2161	1279	1544	1547	306	160	133	19	13	39	52	68	30	45	47	40
Dmxl1	7539	9504	7412	6378	8790	6257	9077	10095	5165	6966	4208	12080	13487	16200	3810	3095	4449	4563	5621	6574	8749	24193	15830
1700065O20Rik	0	0	0	0	0	3	1	0	0	0	0	1	0	3	1	0	0	1	0	0	2	0	0
Prr16	6920	8507	4772	28	110	124	91	1811	295	608	332	8389	8032	11420	720	1054	1106	5381	5406	3642	4172	13326	9683
Snx2	1952	2252	1716	1194	2159	1569	1764	4764	1945	3519	2424	2927	2867	2987	955	853	1219	1244	1427	1543	2142	3065	2293
Snx24	2516	3100	1620	2820	4033	3574	3339	1197	809	947	996	3499	4387	5077	980	915	1552	2330	2482	4262	5170	4979	4119
Sncaip	14	66	4	15	37	17	19	3503	2156	2843	2708	166	128	358	59	47	78	248	289	1057	1369	3972	2660
Cep120	2177	2647	1880	373	656	481	539	1216	701	730	907	959	879	1272	297	259	343	870	1112	1902	2742	3290	2248
Csnk1g3	3759	4773	3518	2666	3811	2585	3618	5958	3593	4281	5079	7909	7520	8168	2109	1959	2874	3088	3356	2593	3518	6050	4388
Zfp608	3847	4205	2968	3609	5558	3868	4821	11496	6488	8175	7314	2216	2668	3357	530	510	781	1631	1966	5827	6946	17157	13411
Gramd3	13	2	11	15	21	12	18	5400	3784	3831	4347	210	56	73	8	11	10	108	107	77	106	216	161
March3	1946	2124	1251	1419	2326	1318	1696	1150	553	313	601	2087	1688	3088	101	86	122	712	798	551	830	5848	4795
Megf10	91	258	30	7	34	30	32	18227	10755	13915	16026	176	127	150	11	7	18	39	66	42	72	806	614
Slc12a2	7279	8225	6140	648	1143	598	1196	5830	4571	5671	5277	3348	3541	3375	1095	989	1502	2013	2385	1215	1693	3743	2566
Fbn2	17	11	5	7	24	17	27	11	6	8	42	625	619	1366	125	76	108	927	958	102	145	1854	1204
Slc27a6	3	0	1	3	2	2	6	10	4	2	4	0	4	0	1	1	5	2	1	1	3	7	4
Adamts19	1	7	3	8	7	6	14	62	57	17	11	39	22	53	14	16	26	54	29	13	13	33	14
Chsy3	38	18	17	53	90	124	153	43	40	235	16	44706	30446	48357	12155	12406	20043	18364	18706	6995	7784	35572	26616
Ndst1	323	610	440	147	305	194	273	1284	1274	1272	1761	294	425	379	196	145	283	718	990	872	1499	1574	974
Dctn4	1167	1251	1236	377	543	291	486	969	962	947	1444	1094	1311	1152	411	313	501	1522	1857	1846	2929	4601	2849
A530050N04Rik	23	71	2	19	15	9	13	3	1	4	0	25	30	25	1	6	6	22	34	135	236	74	90
Slc26a2	265	209	174	40	142	60	66	282	117	111	65	324	295	262	27	26	39	134	218	310	405	311	206
Ppargc1b	11176	15104	8685	1172	1681	1277	1498	818	191	289	306	3609	3682	5150	655	543	1068	3659	4268	8060	8974	6913	5018
Pdgfrb	5	3	0	2	2	0	2	622	795	632	1171	25	39	69	2	0	3	123	104	41	88	394	235
Afap1l1	251	608	290	2	6	10	10	2	17	18	2	623	363	365	117	132	178	1384	1588	389	723	526	305
Camk2a	48	46	33	1768	2418	1958	2443	44	30	22	167	10137	11163	15723	2300	1921	3255	35238	37344	11900	20433	41855	26452
Htr4	14	45	4	13	20	18	17	5	3	27	4	2922	2744	2918	479	390	647	309	383	1208	1542	11101	8347
Sh3tc2	9	5	6	3	6	5	8	8	1	3	0	5	39	4	1	1	1	6	7	54	79	47	16
Spink13	4	2	8	6	16	4	7	7	4	7	3	295	288	323	31	19	12	100	96	26	37	100	71
Fbxo38	1307	2132	1292	531	644	507	747	765	509	738	823	1462	1585	1970	502	453	609	1795	2296	2276	3078	4317	3197
Spink10	409	572	366	564	598	527	475	82	133	147	263	3183	3494	4509	756	620	850	966	1055	824	1212	1382	1256
Piezo2	8	63	18	21	51	40	44	25	8	22	18	386	91	94	30	26	40	27	33	20	19	53	25
Fech	655	1006	721	303	554	497	484	516	567	459	749	1204	1126	1866	277	280	309	882	966	1158	1609	1952	1491
Atp8b1	8	12	4	4	10	13	13	37	6	5	48	1679	1629	2263	403	336	573	824	962	139	241	283	268
St8sia3os	96	198	123	7	15	8	13	5	1	13	17	65	67	46	27	23	29	47	40	30	49	121	75
Onecut2	123	398	113	6	7	8	15	0	10	36	181	479	457	655	50	64	69	386	497	121	219	152	104
Zfp532	2162	4654	2472	949	1519	1238	1564	4345	2307	2873	3281	2135	1945	2226	622	528	829	4159	3925	5237	6535	9762	9156
Alpk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466p	440	530	328	89	130	125	142	19	51	77	33	235	253	244	91	59	109	428	421	313	524	763	568
Spire1	5055	5342	4312	3925	5893	4874	6318	4256	2866	2858	3374	2911	3043	3395	1073	1026	1701	4795	5381	6469	8981	11754	8106
Mppe1	275	348	321	177	166	165	211	73	173	151	36	199	321	147	109	75	145	277	347	800	1038	856	553
Cep76	212	433	280	4668	6521	4547	7007	578	259	400	389	184	213	210	54	78	91	181	183	180	289	406	266
Mc2r	0	1	2	1	1	0	2	0	0	0	1	7	3	5	3	3	9	0	3	1	2	2	3
Fam210a	2394	3671	2483	1000	1451	1018	1225	2729	945	1204	1324	2452	2546	3000	755	549	804	1874	2176	1579	2613	3141	2104
4930546C10Rik	1	1	1	3	5	7	2	4	3	0	1	13	16	4	7	5	7	8	9	3	3	3	9
Rab27b	46	2	3	5	10	15	4	14	12	1	6	3509	3939	4398	365	409	573	1486	1696	2635	3361	5859	5375
Tcf4	47869	57520	36412	165	334	495	437	24863	17031	15325	19023	24154	26311	32503	9732	8436	13226	27359	30725	71867	80984	263036	182110
Poli	75	81	99	36	81	26	63	77	207	19	95	215	371	282	84	60	120	375	342	286	452	811	575
Smad4	3559	4374	3134	439	758	530	734	3663	1192	1234	1595	1543	1744	2093	550	547	858	1896	2063	1961	2701	4321	3016
Mapk4	1147	1460	723	1006	1699	1361	1424	10269	6451	7660	8321	2770	2933	4788	480	460	753	10785	10626	2790	3559	5808	3991
Me2	981	1773	1049	305	410	285	401	55	184	119	230	486	446	686	228	175	311	762	838	1149	1410	2512	1745
Cfap53	367	328	163	27	23	24	36	225	28	14	3	43	43	96	25	15	21	16	31	27	38	148	100
9030625G05Rik	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	4	1	0
Dym	15977	18012	11333	4895	7498	6523	7170	1913	1431	2302	1326	7675	6967	10005	2140	1682	2961	8768	8481	13575	14276	15623	11180
Smad2	1460	1633	1298	821	1455	857	1351	2135	1032	561	1227	1952	1758	1973	457	402	619	1477	1824	1488	2114	2992	2336
Zbtb7c	18	34	8	16	41	23	88	96	223	294	227	1401	570	1177	595	552	902	1607	1140	1051	1071	801	510
Pias2	6265	6841	5217	3624	4906	3646	4278	10497	3070	3286	4589	12783	9817	12175	3320	2726	4476	4817	5422	4720	5810	14592	9339
Ier3ip1	352	511	205	218	546	302	432	812	516	584	859	426	916	625	176	226	287	395	492	383	640	1006	711
Loxhd1	46	27	29	35	111	53	95	6	4	2	4	52	13	29	14	7	14	132	102	40	60	132	69
St8sia5	15900	17519	9807	2712	4317	3404	3445	286	303	246	247	6273	4204	7666	1184	822	1425	5269	6563	7689	8977	18399	12396
Rnf165	1047	1210	750	335	542	554	488	11	34	9	27	4809	4099	6393	1155	872	1267	6417	7506	3056	4277	7884	5005
Slc14a2	24	16	51	80	40	41	56	1106	764	483	551	1068	553	1315	88	90	112	381	328	175	178	489	207
Pstpip2	159	59	70	288	542	471	431	3	19	1	11	205	368	357	67	34	56	400	282	599	873	2247	1667
Epg5	2504	3587	2144	590	967	952	909	986	569	346	820	1378	1854	2343	666	501	885	2929	3288	3627	4504	5379	4005
Slc14a1	4	2	14	1	9	8	2	13078	9943	10281	13451	46	20	4	0	2	1	8	14	8	27	39	13
Setbp1	32623	36484	21600	2433	3617	2880	3257	12518	6820	7014	6141	24533	20348	32883	5298	5173	8173	21015	19162	26181	28121	63526	48043
Nfatc1	3	44	11	49	44	66	65	660	551	353	534	122	77	83	5	0	1	38	60	11	44	67	20
Pard6g	1858	2910	1632	180	264	142	205	69	50	3	48	104	168	361	111	93	162	379	340	721	946	3248	2222
Kcng2	5	29	1	359	634	531	675	318	110	90	74	567	635	740	45	33	74	194	207	508	620	795	701
Txnl4a	448	574	415	111	143	124	154	316	193	114	209	165	163	238	68	61	110	641	765	770	1200	1872	1212
Mbp	2091	2341	1474	52	162	108	147	136	192	873	430	7824	4713	7559	514	335	285	3320	6392	1594	3558	2950	1577
Zfp516	401	520	313	1010	1648	1157	1439	2102	1907	2232	1634	818	958	1204	71	37	65	602	862	2909	3718	5143	3358
Zfp407	8915	9458	6569	3486	5400	3999	5601	4138	3295	5809	2162	7244	7837	8985	2127	1937	3383	8154	7878	5825	6844	11445	8138
Tshz1	874	1750	1456	163	348	265	325	670	672	755	576	413	344	432	96	90	127	1042	1054	853	1002	2917	2299
