Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
Ccdc50	171	357	6	29	123	94	10	38	1	10	29	111	40	16	3	89	36	10	8	12	13	7	7	47	0	3	57	0	18	1	2	0
Gm10823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
Hrasls	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	26	23	0	0	0	0	0	0	0	0	0	0	0	2
Mb21d2	0	0	0	0	6	0	3	0	0	9	9	116	0	55	2	12	6	0	0	34	0	17	5	0	0	93	0	0	191	22	5	13
Atp13a4	31	0	20	275	57	14	30	213	19	7	16	32	8	39	145	3	25	14	0	0	0	0	0	0	0	2	1	0	0	40	0	0
Opa1	0	0	0	0	0	0	0	0	2	0	7	23	5	0	0	28	7	0	19	0	0	0	0	0	4	83	51	1	13	42	39	0
4632428C04Rik	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem44	0	0	26	51	1	80	5	68	0	11	6	16	11	180	11	67	49	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Xxylt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1195	0	0	1	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	1
Ubxn7	0	0	0	3	20	58	4	0	5	0	1	73	13	0	10	0	41	10	37	4	6	13	0	0	3	1	112	22	87	0	0	0
Senp5	1	0	0	0	0	0	0	80	0	2	0	43	0	41	19	108	4	14	0	24	1	0	1	0	66	0	0	0	0	0	25	0
Fbxo45	30	0	0	0	0	0	0	0	0	0	15	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Dlg1	81	1	12	75	142	50	12	33	0	22	85	183	19	12	0	175	60	44	76	103	7	4	7	0	3	98	118	8	234	65	0	0
Muc4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fyttd1	27	0	0	79	0	35	0	86	0	0	0	0	0	0	23	0	0	0	1	0	3	0	0	0	72	0	0	16	0	3	14	0
Zfp148	80	42	0	0	16	28	6	52	25	1	29	60	53	0	0	0	4	23	38	0	15	7	1	0	0	46	0	5	53	29	4	3
Snx4	0	0	0	0	0	0	0	48	0	0	0	93	0	42	0	0	0	21	3	0	0	0	0	60	0	1	0	0	66	0	0	1
Iqcg	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Itgb5	10	0	1	1	7	19	16	2	1	3	4	32	0	0	0	0	5	2	32	0	5	0	0	0	0	0	0	1	0	0	28	0
Kalrn	68	199	7	244	420	44	26	83	103	84	110	84	26	176	9	397	133	52	69	3	0	0	1	15	173	196	10	5	25	63	70	15
Heg1	1	0	0	0	0	52	0	1	0	0	5	47	0	0	0	0	0	93	75	34	5	4	0	0	0	0	3	0	0	0	0	0
Muc13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy5	75	1	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	57	91	6	30	10	0	201	13	7	0	20	4	14	2
Mylk	0	110	1	0	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
Hspbap1	0	1	0	0	0	0	7	0	0	0	0	0	0	0	55	0	0	0	34	0	10	9	0	0	0	0	0	0	58	0	0	0
Fam162a	0	0	0	2	10	122	0	0	1	0	1	65	0	0	3	0	7	22	0	16	0	0	0	0	0	0	45	5	0	23	0	0
Hgd	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqcb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polq	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp5l	1	0	43	0	0	0	0	1	0	0	0	0	0	76	1	0	8	0	42	3	3	1	2	3	19	0	52	3	65	21	22	31
Hcls1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Eaf2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
Lrrc58	108	38	31	0	37	1	17	80	31	39	38	166	7	0	7	23	55	29	31	82	0	1	1	0	0	22	75	7	0	83	0	0
Arhgap31	158	72	121	188	1	111	0	0	29	27	31	38	0	59	5	9	12	1	95	3	4	0	0	0	1	466	195	80	128	198	99	81
Nr1i2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Poglut1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	23	0	20	20	0	0	0	0	0	0	0	102	7	48	0	0	0
Gsk3b	85	11	19	1	4	10	1	44	37	5	15	31	25	20	48	0	26	0	46	29	3	2	8	10	16	3	20	19	135	55	11	19
Pla1a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Igsf11	42	159	242	151	135	164	13	83	93	22	80	442	225	499	17	288	81	141	22	124	28	9	15	157	30	140	7	0	38	2	0	11
Gap43	101	0	129	1	0	1	0	7	23	20	1	1	2	1	0	0	0	1	43	41	0	5	3	0	0	0	0	0	8	0	2	1
4932412D23Rik	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	8	0	0	0	0	0	0	0	0	1	0	5	1
Ccdc191	127	0	15	0	1	0	10	45	1	2	1	52	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	18	5	8
Drd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Sidt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cfap44	0	1	0	0	0	1	0	0	0	12	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cd200r3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcsam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcxd2	0	0	0	136	0	0	0	0	21	15	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Gm609	0	0	0	405	0	0	0	0	0	0	0	0	1	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Pvrl3	54	0	33	16	94	67	1	1	48	17	15	15	105	0	0	7	5	0	7	8	0	10	15	0	0	0	7	10	48	71	21	22
Morc1	0	2	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh15	0	0	0	89	0	0	0	0	0	1	0	0	45	0	0	0	1	43	8	0	4	0	0	0	2	0	0	0	0	48	0	0
Trat1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
Gm4827	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cblb	6	0	1	1	0	78	8	10	0	2	0	86	3	94	12	105	1	30	4	23	5	3	11	48	0	0	0	20	20	4	29	1
Senp7	9	0	21	0	0	0	0	21	0	34	3	31	7	91	0	24	1	51	44	20	12	0	0	42	0	168	23	8	73	68	1	45
Nfkbiz	0	0	1	0	0	20	10	0	0	0	2	0	0	0	0	1	0	1	12	0	0	0	0	0	0	0	27	0	0	0	0	14
Rpl24	0	0	0	0	0	85	0	2	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	5	0	0	0	0	2	0	0	0
Impg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tmem30c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cmss1	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	7	12	0	1	0	0	0	0	0	0	86	0	0	1	0	14
Filip1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tomm70a	0	0	0	0	21	0	0	153	0	0	20	4	1	0	0	0	1	45	28	5	6	0	0	0	0	0	0	0	0	0	3	0
Dcbld2	0	0	0	0	0	0	0	0	13	0	0	43	12	9	0	26	0	0	0	19	10	4	11	0	8	3	75	0	46	13	10	32
Arl6	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	67	18	0	8	2	5	0	0	2	0	0	5	0	0	0	0
Crybg3	0	0	0	0	0	0	0	0	35	0	0	10	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	2	0	0	0	0
4930547E14Rik	0	0	0	0	0	0	0	0	38	21	0	0	0	0	36	0	9	0	98	10	0	1	0	0	0	0	0	0	0	10	42	0
Nsun3	0	0	0	0	20	0	0	0	0	13	0	0	0	0	21	0	0	0	38	0	0	0	0	12	0	0	1	0	0	0	0	1
Epha3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	35	0	2	1	27	0	0	0	0	0	0	0	1	0	0	0	0	0
Speer2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbe1	0	1	27	44	1	0	0	0	0	1	63	149	28	59	5	4	7	1	20	1	0	0	0	11	44	0	4	4	0	9	3	0
Robo1	330	0	409	0	0	0	13	2	1	0	3	4	169	44	0	0	48	26	0	1	1	1	0	0	0	108	109	30	1	156	14	21
Robo2	82	162	4	1	0	163	30	95	82	31	145	205	0	178	1	180	154	27	0	44	0	12	0	0	1	74	1	0	0	0	31	0
Hspa13	0	0	0	0	0	5	0	0	7	0	0	0	0	8	0	0	0	0	0	0	1	7	0	0	86	0	0	0	0	7	0	0
Samsn1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930578N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mir99ahg	116	0	37	131	353	181	18	139	29	63	96	257	99	162	94	377	130	26	1	13	0	5	0	66	0	57	212	70	116	5	2	5
Usp25	47	144	0	0	45	0	0	14	0	3	21	116	0	0	1	0	0	35	16	4	1	32	0	0	0	3	0	7	75	0	0	2
Tmprss15	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Ncam2	1	27	155	142	93	0	35	284	88	10	19	398	472	68	40	232	76	167	44	185	97	7	30	90	54	44	345	44	1139	283	133	54
Jam2	32	0	33	20	0	31	0	0	1	0	37	30	0	0	5	32	32	0	0	1	0	0	0	0	0	84	27	5	124	36	17	15
App	41	0	2	0	80	49	23	165	148	28	4	301	221	69	68	0	108	230	499	182	61	108	66	546	651	81	32	10	283	138	60	38
Cyyr1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltn1	0	0	62	0	0	0	9	0	11	0	0	8	64	0	0	0	40	21	25	59	0	10	0	0	0	1	0	0	2	0	28	0
Map3k7cl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tiam1	0	0	0	1	67	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	14	2	0	0	0	0	43	0	0
Synj1	13	1	18	0	0	1	2	82	17	14	69	33	0	0	41	0	37	0	113	69	13	8	0	0	58	0	177	0	36	5	0	0
Hunk	0	0	32	0	10	0	0	0	0	0	0	0	7	57	0	0	0	16	2	20	0	0	0	35	0	0	0	0	41	82	40	0
Eva1c	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Itsn1	67	0	24	39	61	38	14	99	0	17	30	194	62	76	44	44	106	0	0	46	10	15	0	0	3	24	31	0	1	3	3	0
Ifnar1	25	10	43	0	0	9	0	0	0	6	0	0	64	0	10	13	41	0	0	0	2	4	0	0	0	0	82	0	15	38	12	3
Runx1	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rcan1	0	40	0	99	0	0	0	0	0	2	0	0	0	0	0	101	19	15	0	27	7	11	3	0	0	0	0	0	7	0	17	0
Clic6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
Cldn14	0	0	0	0	1	0	0	0	0	0	0	65	0	0	1	0	0	0	1	84	6	12	0	0	0	0	0	0	0	0	0	0
Dopey2	148	46	0	184	0	43	59	33	3	16	12	57	68	94	2	0	1	72	38	0	10	2	3	117	95	58	25	0	0	0	5	0
Sim2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hlcs	5	0	0	0	0	2	26	0	0	1	6	55	3	0	0	0	0	4	4	0	0	1	0	10	0	0	9	1	0	0	0	68
1700029J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd4	69	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0
Morc3	0	0	0	0	0	0	12	0	1	1	0	10	14	0	27	126	1	12	0	0	0	0	0	0	114	26	2	0	0	26	0	0
Kcnj6	2	0	0	0	38	1	1	0	0	18	2	0	0	14	6	0	0	0	34	72	12	0	6	0	3	0	2	0	0	0	0	0
Kcnj15	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	32	0	0	0	0	0
Dscr3	150	0	0	0	18	0	2	9	63	0	31	68	0	38	0	25	0	28	0	0	0	0	0	0	0	1	0	0	33	0	0	0
Dyrk1a	13	1	0	47	18	3	7	55	52	11	48	49	33	0	15	43	87	4	8	8	8	4	15	1	1	139	53	0	53	0	7	11
Sh3bgr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brwd1	143	6	74	3	14	0	12	49	31	3	11	140	35	20	0	0	72	32	84	27	0	0	5	0	0	0	28	8	83	44	0	32
Dscam	0	0	3	156	0	2	0	0	0	34	0	1	0	1	3	1	49	44	56	12	0	7	0	0	58	2217	2107	292	1323	1669	546	597
Bace2	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	149	0	0	0	0	0
C2cd2	21	0	0	0	0	0	0	0	0	1	0	70	0	12	0	6	88	26	0	0	1	2	0	0	0	0	45	0	51	27	2	0
Olfr161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
Mefv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp263	3	0	0	82	0	0	0	0	0	0	0	0	38	0	0	0	0	0	57	0	0	0	0	0	0	1	0	0	33	19	0	0
Zfp597	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Olfr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	32	0	0
Naa60	0	0	0	0	0	0	0	78	0	0	0	7	0	0	0	0	0	0	78	0	0	2	0	21	0	1	0	0	29	60	0	1
Zfp174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrc3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0
Dnase1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Slx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	33	0	7	0	0	0	0	42	0	0	3	0	0	0
Gm5766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srl	3	0	0	0	0	0	0	0	0	0	3	0	0	0	29	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0
Tfap4	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja3	1	0	1	0	0	0	0	0	2	7	20	3	0	3	0	0	0	0	1	2	7	0	4	1	55	0	0	6	0	78	3	0
Vasn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glis2	21	0	0	108	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
Coro7	52	0	0	54	0	0	6	0	62	0	0	36	19	0	22	0	0	7	5	0	0	0	4	0	41	0	0	2	22	3	0	0
Pam16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdip1	103	15	27	0	103	131	28	110	12	0	81	256	115	119	19	0	0	26	34	151	0	14	1	115	2	0	0	4	5	61	0	0
Hmox2	1	1	117	0	0	4	0	52	0	0	9	0	0	1	7	8	47	22	33	52	1	0	0	0	0	0	1	1	30	0	0	0
Mgrn1	2	0	0	0	0	40	0	0	28	0	0	1	0	0	0	0	0	8	21	87	4	0	1	0	76	0	10	12	80	22	9	0
4930451G09Rik	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubald1	38	0	0	0	0	0	0	13	0	13	2	0	0	0	0	0	0	0	15	18	0	0	0	4	0	11	14	0	4	41	15	0
Anks3	114	0	0	187	47	0	0	18	18	3	0	111	0	31	2	5	0	0	2	1	0	11	0	0	0	0	3	6	13	0	16	0
Gm16861	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Nudt16l1	0	0	0	1	0	37	0	0	1	0	0	0	0	48	0	0	0	7	22	0	0	2	2	0	0	0	0	0	23	0	11	0
Sept12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyr1	32	0	0	35	2	53	0	0	34	0	8	17	1	0	13	0	0	24	15	53	0	0	0	0	11	0	83	8	0	109	0	0
Rogdi	0	0	38	0	9	35	0	17	48	4	3	0	0	41	10	1	0	0	46	41	1	0	2	0	54	0	0	0	0	74	0	0
Ubn1	95	21	40	0	0	48	0	5	0	0	0	78	0	3	29	1	0	36	0	0	0	1	0	0	16	0	1	0	0	13	6	1
AU021092	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nagpa	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	17	0
Sec14l5	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	129	109	34	22	16	0	15	4	0	0	0	0	0	0	0
Eef2kmt	0	0	0	0	39	78	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl22	0	0	0	8	27	0	12	0	0	0	0	6	0	48	10	0	0	5	0	4	0	0	0	0	0	139	16	2	0	17	0	0
Tmem114	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem186	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65	0	0	23	3	0	0	0	0	0	0	0	0	0	0	0
Carhsp1	0	0	0	0	0	9	3	0	0	0	0	34	72	0	0	0	0	0	46	55	0	0	0	0	0	0	0	0	2	0	0	0
Usp7	15	0	34	0	0	0	0	56	29	2	13	0	24	0	16	0	10	0	0	0	2	0	2	0	147	0	94	0	0	0	17	2
1810013L24Rik	9	2	1	135	18	15	3	0	25	0	28	18	51	0	3	0	0	22	30	19	3	3	6	0	0	0	0	1	38	0	0	0
Rpl39l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emp2	14	0	0	0	32	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
Gm1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tvp23a	0	0	0	0	0	50	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	39	0	0	0
Nubp1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dexi	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Socs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litaf	0	0	0	52	0	0	0	0	0	0	0	121	0	0	0	0	0	68	86	30	5	5	4	0	0	0	0	0	0	0	0	14
Gm21859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc11	20	0	0	28	1	106	1	4	0	1	0	18	0	0	0	0	3	0	37	0	0	3	0	0	0	0	0	0	6	0	0	6
Snn	0	0	0	0	0	0	0	10	0	0	0	52	0	0	0	0	19	2	6	4	7	0	0	0	0	0	0	0	8	0	21	0
Mir1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gspt1	15	0	0	0	0	6	0	0	2	0	0	1	26	0	0	0	0	0	11	0	0	0	0	0	5	0	3	0	23	55	0	0
2610020C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	3	0
Rsl1d1	0	0	0	0	5	0	0	0	0	0	0	35	70	0	0	0	0	0	8	12	4	0	0	0	0	0	0	0	99	0	23	0
Tnfrsf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833415N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cpped1	15	51	35	112	0	14	17	3	25	0	38	41	101	45	0	2	0	0	0	0	0	0	4	0	188	4	0	0	10	9	0	5
Ercc4	3	2	11	0	0	0	14	0	57	0	0	21	0	62	0	1	78	2	8	0	0	0	0	0	13	20	0	0	0	0	0	0
Mir365-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir193b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g10	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3110001I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bfar	102	0	0	0	0	1	0	5	7	0	19	2	0	0	0	83	0	0	0	0	0	0	0	0	0	0	14	4	7	87	6	0
Pla2g10os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntan1	0	0	0	0	22	16	0	0	0	0	0	8	0	0	3	4	0	4	7	66	0	0	0	0	1	57	0	4	0	0	0	0
Rrn3	0	0	0	5	14	0	1	0	0	0	0	0	0	3	0	28	0	0	40	0	0	0	0	0	58	0	0	0	0	49	0	18
