Species	Cell_type	Category	Location	Gene	Score
mouse	Granule	SE	Gene_body	Mcc	0.16207584830339322
mouse	Granule	SE	Gene_body	Mcc	0.06906187624750501
mouse	Granule	SE	Gene_body	Mcc	0.050499001996007986
mouse	Granule	SE	Gene_body	Mcc	0.18443113772455091
mouse	Granule	SE	Gene_body	Mcc	0.0251497005988024
mouse	Granule	SE	Gene_body	Mcc	0.4834331337325351
mouse	Granule	SE	Gene_body	Mcc	0.36877076411960136
mouse	Granule	SE	Gene_body	Mcc	0.2295409181636726
mouse	Granule	SE	Gene_body	Mcc	0.10399201596806386
mouse	Granule	SE	Gene_body	Mbp	0.047105788423153695
mouse	Granule	SE	Gene_body	Mbp	0.036526946107784425
mouse	Granule	SE	Gene_body	Mbp	0.07964071856287426
mouse	Granule	SE	Gene_body	Mbp	0.1252252252252252
mouse	Granule	SE	Gene_body	Mbp	0.06227544910179641
mouse	Granule	SE	Gene_body	Scn9a	0.36007984031936136
mouse	Granule	SE	Gene_body	Dgkz	0.2121756487025948
mouse	Granule	SE	Gene_body	Dgkz	0.06467065868263473
mouse	Granule	SE	Gene_body	Ano3	0.04843492586490939
mouse	Granule	SE	Gene_body	Ano3	0.018163672654690616
mouse	Granule	SE	Gene_body	Ano3	0.020758483033932133
mouse	Granule	SE	Gene_body	Ano3	0.1502994011976048
mouse	Granule	SE	Gene_body	Ano3	0.47664670658682645
mouse	Granule	SE	Gene_body	Ano3	0.0375
mouse	Granule	SE	Gene_body	Ano3	0.456686626746507
mouse	Granule	SE	Gene_body	Ano3	0.023353293413173652
mouse	Granule	SE	Gene_body	Ano3	0.01845018450184502
mouse	Granule	SE	Gene_body	Ano3	0.07704590818363276
mouse	Granule	SE	Gene_body	Ano3	0.038922155688622756
mouse	Granule	SE	Gene_body	Ano3	0.4041353383458647
mouse	Granule	SE	Gene_body	Fmn1	0.009580838323353293
mouse	Granule	SE	Gene_body	Fmn1	0.12035573122529644
mouse	Granule	SE	Gene_body	Fmn1	0.01756487025948104
mouse	Granule	SE	Gene_body	Fmn1	0.00758483033932136
mouse	Granule	SE	Gene_body	Fmn1	0.08582834331337325
mouse	Granule	SE	Gene_body	Fmn1	0.08956692913385825
mouse	Granule	SE	Gene_body	Fmn1	0.018762475049900192
mouse	Granule	SE	Gene_body	Fmn1	0.36857142857142855
mouse	Granule	SE	Gene_body	Fmn1	0.10511811023622046
mouse	Granule	SE	Gene_body	Sema6d	0.2055888223552894
mouse	Granule	SE	Gene_body	Sema6d	0.011377245508982038
mouse	Granule	SE	Gene_body	Sema6d	0.25389408099688476
mouse	Granule	SE	Gene_body	Sema6d	0.33792415169660683
mouse	Granule	SE	Gene_body	Kcnip3	0.17641509433962266
mouse	Granule	SE	Gene_body	Ptprt	0.11656686626746514
mouse	Granule	SE	Gene_body	Ptprt	0.2664670658682635
mouse	Granule	SE	Gene_body	Ptprt	0.2956087824351296
mouse	Granule	SE	Gene_body	Ptprt	0.13792415169660682
mouse	Granule	SE	Gene_body	Ptprt	0.006986027944111776
mouse	Granule	SE	Gene_body	Ptprt	0.020159680638722553
mouse	Granule	SE	Gene_body	Ptprt	0.01377245508982036
mouse	Granule	SE	Gene_body	Ptprt	0.265868263473054
mouse	Granule	SE	Gene_body	Nfatc2	0.2035928143712575
mouse	Granule	SE	Gene_body	Nfatc2	0.3263473053892216
mouse	Granule	SE	Gene_body	Cdh4	0.10479041916167661
mouse	Granule	SE	Gene_body	Cdh4	0.001596806387225549
mouse	Granule	SE	Gene_body	Cdh4	0.2459081836327346
mouse	Granule	SE	Gene_body	Cdh4	0.0934131736526946
mouse	Granule	SE	Gene_body	Cdh4	0.044510978043912186
mouse	Granule	SE	Gene_body	D930015E06Rik	0.07664670658682637
mouse	Granule	SE	Gene_body	D930015E06Rik	0.03992015968063873
mouse	Granule	SE	Gene_body	D930015E06Rik	0.00598802395209581
mouse	Granule	SE	Gene_body	D930015E06Rik	0.3768463073852293
mouse	Granule	SE	Gene_body	D930015E06Rik	0.38767550702028075
mouse	Granule	SE	Gene_body	Bcl2l15	0.056140350877193
mouse	Granule	SE	Gene_body	Bcl2l15	0.03273453093812375
mouse	Granule	SE	Gene_body	Plppr4	0.10878243512974053
mouse	Granule	SE	Gene_body	Slc44a5	0.15828343313373247
mouse	Granule	SE	Gene_body	Slc44a5	0.13133732534930143
mouse	Granule	SE	Gene_body	Slc44a5	0.12175648702594807
mouse	Granule	SE	Gene_body	Slc44a5	0.13552894211576846
mouse	Granule	SE	Gene_body	Slc44a5	0.16686274509803922
mouse	Granule	SE	Gene_body	Slc44a5	0.056087824351297416
mouse	Granule	SE	Gene_body	Slc44a5	0.391812865497076
mouse	Granule	SE	Gene_body	Serinc2	0.09221556886227544
mouse	Granule	SE	Gene_body	Ephb2	0.03592814371257485
mouse	Granule	SE	Gene_body	Ephb2	0.4229540918163673
mouse	Granule	SE	Gene_body	Yes1	0.4417165668662676
mouse	Granule	SE	Gene_body	Prom1	0.09321357285429142
mouse	Granule	SE	Gene_body	Prom1	0.1616766467065868
mouse	Granule	SE	Gene_body	Prom1	0.13932135728542916
mouse	Granule	SE	Gene_body	Tmem150c	0.19361277445109779
mouse	Granule	SE	Gene_body	Tmem150c	0.1720558882235529
mouse	Granule	SE	Gene_body	Tmem150c	0.21936127744510983
mouse	Granule	SE	Gene_body	Tgfbr3	0.09520958083832334
mouse	Granule	SE	Gene_body	Tgfbr3	0.12774451097804387
mouse	Granule	SE	Gene_body	D630045J12Rik	0.061657032755298664
mouse	Granule	SE	Gene_body	D630045J12Rik	0.013798977853492336
mouse	Granule	SE	Gene_body	D630045J12Rik	0.002594810379241517
mouse	Granule	SE	Gene_body	Mpp6	0.29001996007984027
mouse	Granule	SE	Gene_body	Mpp6	0.05688622754491018
mouse	Granule	SE	Gene_body	Dfna5	0.05688622754491018
mouse	Granule	SE	Gene_body	Dfna5	0.02774451097804391
mouse	Granule	SE	Gene_body	Osbpl3	0.21591320072332723
mouse	Granule	SE	Gene_body	Osbpl3	0.030367504835589938
mouse	Granule	SE	Gene_body	Osbpl3	0.1307385229540918
mouse	Granule	SE	Gene_body	Osbpl3	0.05349301397205589
mouse	Granule	SE	Gene_body	Osbpl3	0.06930501930501931
mouse	Granule	SE	Gene_body	Mitf	0.021556886227544907
mouse	Granule	SE	Gene_body	Mitf	0.06227544910179641
mouse	Granule	SE	Gene_body	Mitf	0.03812375249500998
mouse	Granule	SE	Gene_body	Mitf	0.13393213572854293
mouse	Granule	SE	Gene_body	Mitf	0.043113772455089835
mouse	Granule	SE	Gene_body	Mitf	0.5319361277445112
mouse	Granule	SE	Gene_body	Mitf	0.02994011976047904
mouse	Granule	SE	Gene_body	Mitf	0.049101796407185636
mouse	Granule	SE	Gene_body	Mitf	0.05619930475086906
mouse	Granule	SE	Gene_body	Mitf	0.07812499999999999
mouse	Granule	SE	Gene_body	Ybx3	0.3860294117647058
mouse	Granule	SE	Gene_body	Etv6	0.01676646706586826
mouse	Granule	SE	Gene_body	Etv6	0.04431137724550898
mouse	Granule	SE	Gene_body	Etv6	0.035528942115768465
mouse	Granule	SE	Gene_body	Etv6	0.055089820359281436
mouse	Granule	SE	Gene_body	Etv6	0.07465069860279443
mouse	Granule	SE	Gene_body	Chst15	0.05728542914171656
mouse	Granule	SE	Gene_body	Dpysl4	0.22714570858283434
mouse	Granule	SE	Gene_body	Rasa3	0.0561904761904762
mouse	Granule	SE	Gene_body	Rasa3	0.1703065134099617
mouse	Granule	SE	Gene_body	Arhgap10	0.11397205588822357
mouse	Granule	SE	Gene_body	Arhgap10	0.1816367265469062
mouse	Granule	SE	Gene_body	Arhgap10	0.035728542914171664
mouse	Granule	SE	Gene_body	Arhgap10	0.037325349301397213
mouse	Granule	SE	Gene_body	Arhgap10	0.048303393213572854
mouse	Granule	SE	Gene_body	Arhgap10	0.012774451097804392
mouse	Granule	SE	Gene_body	Arhgap10	0.2896078431372549
mouse	Granule	SE	Gene_body	Arhgap10	0.16966067864271453
mouse	Granule	SE	Gene_body	Arhgap10	0.17764471057884232
mouse	Granule	SE	Gene_body	Arhgap10	0.10678642714570863
mouse	Granule	SE	Gene_body	Arhgap10	0.1343313373253493
mouse	Granule	SE	Gene_body	Arhgap10	0.24088820826952514
mouse	Granule	SE	Gene_body	Inpp4b	0.35525291828793776
mouse	Granule	SE	Gene_body	Inpp4b	0.06047904191616766
mouse	Granule	SE	Gene_body	Inpp4b	0.2497005988023952
mouse	Granule	SE	Gene_body	Inpp4b	0.09900199600798404
mouse	Granule	SE	Gene_body	Inpp4b	0.08662674650698604
mouse	Granule	SE	Gene_body	Inpp4b	0.018562874251497004
mouse	Granule	SE	Gene_body	Inpp4b	0.03932135728542915
mouse	Granule	SE	Gene_body	Inpp4b	0.026746506986027947
mouse	Granule	SE	Gene_body	Inpp4b	0.09660678642714574
mouse	Granule	SE	Gene_body	Inpp4b	0.11137724550898202
mouse	Granule	SE	Gene_body	Inpp4b	0.12455089820359286
mouse	Granule	SE	Gene_body	Inpp4b	0.01045016077170418
mouse	Granule	SE	Gene_body	Inpp4b	0.015568862275449104
mouse	Granule	SE	Gene_body	Inpp4b	0.15714285714285714
mouse	Granule	SE	Gene_body	Inpp4b	0.0688622754491018
mouse	Granule	SE	Gene_body	Inpp4b	0.04590818363273454
mouse	Granule	SE	Gene_body	Inpp4b	0.006586826347305389
mouse	Granule	SE	Gene_body	Inpp4b	0.05349301397205588
mouse	Granule	SE	Gene_body	Inpp4b	0.06167664670658683
mouse	Granule	SE	Gene_body	Inpp4b	0.07305389221556885
mouse	Granule	SE	Gene_body	Inpp4b	0.09148936170212765
mouse	Granule	SE	Gene_body	Inpp4b	0.21137724550898201
mouse	Granule	SE	Gene_body	Inpp4b	0.15848303393213575
mouse	Granule	SE	Gene_body	Inpp4b	0.06966067864271457
mouse	Granule	SE	Gene_body	Inpp4b	0.0343313373253493
mouse	Granule	SE	Gene_body	Cdh8	0.037924151696606796
mouse	Granule	SE	Gene_body	Cdh8	0.05089820359281436
mouse	Granule	SE	Gene_body	Cdh8	0.31956087824351287
mouse	Granule	SE	Gene_body	Cdh8	0.4116883116883117
mouse	Granule	SE	Gene_body	Cdh8	0.13532934131736524
mouse	Granule	SE	Gene_body	Cdh8	0.5271712158808931
mouse	Granule	SE	Gene_body	Sipa1l2	0.0047904191616766475
mouse	Granule	SE	Gene_body	Pard3	0.16087824351297408
mouse	Granule	SE	Gene_body	Pard3	0.33253493013972046
mouse	Granule	SE	Gene_body	Pard3	0.3196159122085048
mouse	Granule	SE	Gene_body	Pard3	0.034930139720558875
mouse	Granule	SE	Gene_body	Pard3	0.2828063241106718
mouse	Granule	SE	Gene_body	Pard3	0.08882235528942115
mouse	Granule	SE	Gene_body	Pard3	0.17966666666666667
mouse	Granule	SE	Gene_body	Pard3	0.021357285429141715
mouse	Granule	SE	Gene_body	Pard3	0.20538922155688621
mouse	Granule	SE	Gene_body	Pard3	0.6682634730538921
mouse	Granule	SE	Gene_body	Pard3	0.2780439121756487
mouse	Granule	SE	Gene_body	Pard3	0.030339321357285433
mouse	Granule	SE	Gene_body	Bmp5	0.12574850299401197
mouse	Granule	SE	Gene_body	Slc9a9	0.07544910179640721
mouse	Granule	SE	Gene_body	Slc9a9	0.042315369261477054
mouse	Granule	SE	Gene_body	Slc9a9	0.34111776447105785
mouse	Granule	SE	Gene_body	Slc9a9	0.3075396825396825
mouse	Granule	SE	Gene_body	Slc9a9	0.024351297405189615
mouse	Granule	SE	Gene_body	Slc9a9	0.5648702594810382
mouse	Granule	SE	Gene_body	Slc9a9	0.30439121756487025
mouse	Granule	SE	Gene_body	Slc9a9	0.07764471057884233
mouse	Granule	SE	Gene_body	Slc9a9	0.29600798403193596
mouse	Granule	SE	Gene_body	Slc9a9	0.03572854291417166
mouse	Granule	SE	Gene_body	Slc9a9	0.051097804391217576
mouse	Granule	SE	Gene_body	Slc9a9	0.006387225548902196
mouse	Granule	SE	Gene_body	Slc9a9	0.26766467065868266
mouse	Granule	SE	Gene_body	Slc9a9	0.04530938123752495
mouse	Granule	SE	Gene_body	Slc9a9	0.005988023952095809
mouse	Granule	SE	Gene_body	Slc9a9	0.019560878243512977
mouse	Granule	SE	Gene_body	Slc9a9	0.044710578842315364
mouse	Granule	SE	Gene_body	Slc9a9	0.23712574850299398
mouse	Granule	SE	Gene_body	Pxylp1	0.13577075098814229
mouse	Granule	SE	Gene_body	Pxylp1	0.14230118443316414
mouse	Granule	SE	Gene_body	Pxylp1	0.1886904761904762
mouse	Granule	SE	Gene_body	Pxylp1	0.08327137546468402
mouse	Granule	SE	Gene_body	Clstn2	0.26367265469061874
mouse	Granule	SE	Gene_body	Clstn2	0.014371257485029943
mouse	Granule	SE	Gene_body	Clstn2	7.984031936127745e-4
mouse	Granule	SE	Gene_body	Clstn2	0.029540918163672655
mouse	Granule	SE	Gene_body	Clstn2	0.09261477045908181
mouse	Granule	SE	Gene_body	Clstn2	0.005389221556886228
mouse	Granule	SE	Gene_body	Clstn2	0.16666666666666663
mouse	Granule	SE	Gene_body	Fyco1	0.061277445109780435
mouse	Granule	SE	Gene_body	Fyco1	0.1285429141716567
mouse	Granule	SE	Gene_body	Fyco1	0.029940119760479042
mouse	Granule	SE	Gene_body	Fyco1	0.06946107784431138
mouse	Granule	SE	Gene_body	Fyco1	0.15897097625329815
mouse	Granule	SE	Gene_body	Fgf13	0.24910179640718566
mouse	Granule	SE	Gene_body	Fgf13	0.019560878243512974
mouse	Granule	SE	Gene_body	Fgf13	0.005588822355289421
mouse	Granule	SE	Gene_body	Fgf13	0.3033932135728542
mouse	Granule	SE	Gene_body	Fgf13	0.1740359897172237
mouse	Granule	SE	Gene_body	Fgf13	0.12255489021956087
mouse	Granule	SE	Gene_body	Fgf13	0.028942115768463075
mouse	Granule	SE	Gene_body	Fgf13	0.037325349301397213
mouse	Granule	SE	Gene_body	Fgf13	0.023353293413173652
mouse	Granule	SE	Gene_body	Fgf13	0.028942115768463075
mouse	Granule	SE	Gene_body	Fgf13	0.02355289421157684
mouse	Granule	SE	Gene_body	Fgf13	0.05429141716566865
mouse	Granule	SE	Gene_body	Fgf13	0.028942115768463075
mouse	Granule	SE	Gene_body	Pls3	0.40479041916167674
mouse	Granule	SE	Gene_body	Pls3	0.4171656686626746
mouse	Granule	SE	Gene_body	Pls3	0.2800399201596807
mouse	Granule	SE	Gene_body	Diaph2	0.46307385229540926
mouse	Granule	SE	Gene_body	Diaph2	0.04211576846307384
mouse	Granule	SE	Gene_body	Diaph2	0.04650698602794412
mouse	Granule	SE	Gene_body	Diaph2	0.09999999999999999
mouse	Granule	SE	Gene_body	Diaph2	0.01716566866267465
mouse	Granule	SE	Gene_body	Diaph2	0.30578842315369253
mouse	Granule	SE	Gene_body	Diaph2	0.08762475049900201
mouse	Granule	SE	Gene_body	Diaph2	0.5914171656686626
mouse	Granule	SE	Gene_body	Diaph2	0.3856287425149703
mouse	Granule	SE	Gene_body	Diaph2	0.3678247734138973
mouse	Granule	SE	Gene_body	Diaph2	0.4644710578842317
mouse	Granule	SE	Gene_body	Diaph2	0.1087824351297405
mouse	Granule	SE	Gene_body	Diaph2	0.1353293413173653
mouse	Granule	SE	Gene_body	Diaph2	0.07103109656301147
mouse	Granule	SE	Gene_body	Diaph2	0.21157684630738527
mouse	Granule	SE	Gene_body	Diaph2	0.11876247504990024
mouse	Granule	SE	Gene_body	Diaph2	0.09716049382716055
mouse	Granule	SE	Gene_body	Diaph2	0.16986027944111778
mouse	Granule	SE	Gene_body	Diaph2	0.9375249500998005
mouse	Granule	SE	Gene_body	Diaph2	0.1684630738522954
mouse	Granule	SE	Gene_body	Diaph2	0.36766467065868264
mouse	Granule	SE	Promoter	Dpp10	0.003193612774451098
mouse	Granule	SE	Promoter	Cnksr3	0.006387225548902196
mouse	Granule	SE	Promoter	Utrn	0.15848303393213575
mouse	Granule	SE	Promoter	Btbd11	0.009580838323353295
mouse	Granule	SE	Promoter	Btbd11	0.2728542914171657
mouse	Granule	SE	Promoter	Ntn4	0.6275362318840577
mouse	Granule	SE	Promoter	Lgi3	0.16
mouse	Granule	SE	Promoter	Angpt1	0.03812375249500999
mouse	Granule	SE	Promoter	Ncam2	0.2497005988023952
mouse	Granule	SE	Promoter	Ptchd4	0.3730829420970267
mouse	Granule	SE	Promoter	Man2a1	0.2025276461295418
mouse	Granule	SE	Promoter	Fmn1	0.17543160690571044
mouse	Granule	SE	Promoter	Cdh4	0.2211538461538461
mouse	Granule	SE	Promoter	Ece1	0.18282988871224157
mouse	Granule	SE	Promoter	Yes1	0.29740518962075846
mouse	Granule	SE	Promoter	Tesc	0.34690618762475045
mouse	Granule	SE	Promoter	Mpp6	0.15229540918163673
mouse	Granule	SE	Promoter	Osbpl3	0.16187624750499
mouse	Granule	SE	Promoter	St3gal5	0.1561302681992337
mouse	Granule	SE	Promoter	Mitf	0.5016420361247945
mouse	Granule	SE	Promoter	Etv6	0.2946107784431137
mouse	Granule	SE	Promoter	Dpysl4	0.14011976047904193
mouse	Granule	SE	Promoter	Inpp4b	0.30715705765407547
mouse	Granule	SE	Promoter	Inpp4b	0.5273453093812376
mouse	Granule	SE	Promoter	Bmp5	0.9854291417165668
mouse	Granule	SE	Promoter	Diaph2	0.5267423014586712
mouse	Basket	HK	Gene_body	Kansl3	0.11956087824351301
mouse	Basket	HK	Gene_body	Inpp1	0.1363273453093813
mouse	Basket	HK	Gene_body	Kansl1l	0.4007782101167316
mouse	Basket	HK	Gene_body	Kansl1l	0.7633466135458168
mouse	Basket	HK	Gene_body	Dnajb2	0.49640718562874236
mouse	Basket	HK	Gene_body	Cdc73	0.6367670364500791
mouse	Basket	HK	Gene_body	Cdc73	0.3579256360078278
mouse	Basket	HK	Gene_body	Zbtb37	0.2823391812865496
mouse	Basket	HK	Gene_body	Cep170	0.6065868263473053
mouse	Basket	HK	Gene_body	Hnrnpu	0.21916167664670652
mouse	Basket	HK	Gene_body	Hnrnpu	0.5785020804438282
mouse	Basket	HK	Gene_body	Cdc42bpa	0.2019960079840319
mouse	Basket	HK	Gene_body	Kctd3	0.24012738853503168
mouse	Basket	HK	Gene_body	Tab2	0.0047904191616766475
mouse	Basket	HK	Gene_body	Tab2	0.31006493506493493
mouse	Basket	HK	Gene_body	Aig1	0.4209580838323354
mouse	Basket	HK	Gene_body	Aig1	0.27950937950937943
mouse	Basket	HK	Gene_body	Fyn	0.12834331337325347
mouse	Basket	HK	Gene_body	Amd1	0.5798019801980197
mouse	Basket	HK	Gene_body	Sobp	0.4953420669577875
mouse	Basket	HK	Gene_body	Serinc1	0.1728712871287129
mouse	Basket	HK	Gene_body	Hnrnph3	0.19874476987447703
mouse	Basket	HK	Gene_body	Smarcb1	0.343682310469314
mouse	Basket	HK	Gene_body	Dip2a	0.1277445109780439
mouse	Basket	HK	Gene_body	Ap3d1	0.21680911680911683
mouse	Basket	HK	Gene_body	Appl2	0.2487261146496815
mouse	Basket	HK	Gene_body	Vezt	0.33293943870014775
mouse	Basket	HK	Gene_body	Nudcd3	0.10419161676646713
mouse	Basket	HK	Gene_body	Nudcd3	0.051976284584980235
mouse	Basket	HK	Gene_body	Sptbn1	0.5178466076696168
mouse	Basket	HK	Gene_body	Canx	0.34356435643564376
mouse	Basket	HK	Gene_body	Cdc42se2	0.294059405940594
mouse	Basket	HK	Gene_body	Map2k4	0.2792553191489361
mouse	Basket	HK	Gene_body	Nlgn2	0.4125748502994011
mouse	Basket	HK	Gene_body	Nlgn2	0.730938123752495
mouse	Basket	HK	Gene_body	Omg	0.5979742173112341
mouse	Basket	HK	Gene_body	Acaca	0.30598802395209584
mouse	Basket	HK	Gene_body	Appbp2	0.3306949806949806
mouse	Basket	HK	Gene_body	Cltc	0.4834068843777583
mouse	Basket	HK	Gene_body	Zfp652	0.46826347305389215
mouse	Basket	HK	Gene_body	Nr1d1	0.4260335195530725
mouse	Basket	HK	Gene_body	Nr1d1	0.8018211920529804
mouse	Basket	HK	Gene_body	Casc3	0.4632231404958676
mouse	Basket	HK	Gene_body	Dnajc7	0.13892215568862276
mouse	Basket	HK	Gene_body	Kansl1	0.5393213572854292
mouse	Basket	HK	Gene_body	Prkar1a	0.2563714902807775
mouse	Basket	HK	Gene_body	Cyth1	0.09580838323353294
mouse	Basket	HK	Gene_body	Cyth1	0.233932135728543
mouse	Basket	HK	Gene_body	Cyth1	0.14110320284697508
mouse	Basket	HK	Gene_body	Kif3c	0.10159680638722557
mouse	Basket	HK	Gene_body	Ywhaq	0.4325721153846152
mouse	Basket	HK	Gene_body	Hbp1	0.37105788423153696
mouse	Basket	HK	Gene_body	Hbp1	0.4575679172056921
mouse	Basket	HK	Gene_body	Dock4	0.32395104895104887
mouse	Basket	HK	Gene_body	Dock4	0.1508982035928144
mouse	Basket	HK	Gene_body	Dock4	0.1177004538577912
mouse	Basket	HK	Gene_body	Ppp2r3c	0.11745562130177513
mouse	Basket	HK	Gene_body	Ralgapa1	0.38485436893203884
mouse	Basket	HK	Gene_body	Arid4a	0.7541015625
mouse	Basket	HK	Gene_body	Hif1a	0.3496871088861076
mouse	Basket	HK	Gene_body	Dcaf5	0.538922155688623
mouse	Basket	HK	Gene_body	Btbd7	0.4090909090909092
mouse	Basket	HK	Gene_body	Dip2c	0.026147704590818364
mouse	Basket	HK	Gene_body	Mrs2	0.0666666666666667
mouse	Basket	HK	Gene_body	Ubqln1	0.16267465069860276
mouse	Basket	HK	Gene_body	2010111I01Rik	0.01437125748502994
mouse	Basket	HK	Gene_body	Ptch1	0.23064798598949215
mouse	Basket	HK	Gene_body	Ptch1	0.2860971524288108
mouse	Basket	HK	Gene_body	Ptch1	0.631936127744511
mouse	Basket	HK	Gene_body	Papd4	0.15456171735241506
mouse	Basket	HK	Gene_body	Jmy	0.405019305019305
mouse	Basket	HK	Gene_body	Jmy	0.20768156424580997
mouse	Basket	HK	Gene_body	Wdr41	0.22188099808061423
mouse	Basket	HK	Gene_body	Kif2a	0.24072398190045252
mouse	Basket	HK	Gene_body	Gpbp1	0.6090241343126968
mouse	Basket	HK	Gene_body	Atxn7	0.032806324110671935
mouse	Basket	HK	Gene_body	Ube2e2	0.028053435114503818
mouse	Basket	HK	Gene_body	Ube2e2	0.39201596806387223
mouse	Basket	HK	Gene_body	Ap3m1	0.2585651537335285
mouse	Basket	HK	Gene_body	Sh3bp5	0.20647058823529407
mouse	Basket	HK	Gene_body	Gpr137c	0.4374321880650995
mouse	Basket	HK	Gene_body	Fermt2	0.3128137384412153
mouse	Basket	HK	Gene_body	Hnrnpc	0.3801724137931034
mouse	Basket	HK	Gene_body	Rab2b	0.4008064516129031
mouse	Basket	HK	Gene_body	Slc22a17	0.6380582524271844
mouse	Basket	HK	Gene_body	Zfhx2	0.6718503937007876
mouse	Basket	HK	Gene_body	Mycbp2	0.4497159090909093
mouse	Basket	HK	Gene_body	Rbm26	0.32734761120263595
mouse	Basket	HK	Gene_body	Mbnl2	0.15429141716566866
mouse	Basket	HK	Gene_body	Ctnnd2	0.07744510978043913
mouse	Basket	HK	Gene_body	March6	0.03333333333333334
mouse	Basket	HK	Gene_body	Ywhaz	0.30379241516966066
mouse	Basket	HK	Gene_body	Ywhaz	0.5752747252747253
mouse	Basket	HK	Gene_body	Ywhaz	0.16427145708582835
mouse	Basket	HK	Gene_body	Ubr5	0.43395415472779353
mouse	Basket	HK	Gene_body	Mtss1	0.13772455089820362
mouse	Basket	HK	Gene_body	Mtss1	0.3738188976377952
mouse	Basket	HK	Gene_body	Rbfox2	0.20467289719626156
mouse	Basket	HK	Gene_body	Rbfox2	0.8553149606299212
mouse	Basket	HK	Gene_body	Zfp641	0.4031936127744511
mouse	Basket	HK	Gene_body	Dip2b	0.09720558882235528
mouse	Basket	HK	Gene_body	Cbx5	0.66187624750499
mouse	Basket	HK	Gene_body	Mgrn1	0.1312621359223301
mouse	Basket	HK	Gene_body	Tra2b	0.20307467057101022
mouse	Basket	HK	Gene_body	Eif4a2	0.2080421885299934
mouse	Basket	HK	Gene_body	Timmdc1	0.12788906009244994
mouse	Basket	HK	Gene_body	Cep97	0.22541296060991092
mouse	Basket	HK	Gene_body	App	0.10159680638722557
mouse	Basket	HK	Gene_body	App	0.1223552894211577
mouse	Basket	HK	Gene_body	App	0.426930693069307
mouse	Basket	HK	Gene_body	Afdn	0.06926147704590821
mouse	Basket	HK	Gene_body	Phf10	0.12455089820359283
mouse	Basket	HK	Gene_body	Psmb1	0.17627118644067796
mouse	Basket	HK	Gene_body	Lnpep	0.16155378486055777
mouse	Basket	HK	Gene_body	Atat1	0.3439539347408829
mouse	Basket	HK	Gene_body	Slc25a27	0.2340694006309147
mouse	Basket	HK	Gene_body	Ubr2	0.23892215568862282
mouse	Basket	HK	Gene_body	Pja2	0.3576540755467195
mouse	Basket	HK	Gene_body	Vapa	0.24069640914037005
mouse	Basket	HK	Gene_body	Rab12	0.3199640287769785
mouse	Basket	HK	Gene_body	Ccny	0.1916851441241685
mouse	Basket	HK	Gene_body	Usp14	0.27095516569200784
mouse	Basket	HK	Gene_body	Dtna	0.1878243512974052
mouse	Basket	HK	Gene_body	Rprd1a	0.4150662251655628
mouse	Basket	HK	Gene_body	Reep5	0.2545038167938931
mouse	Basket	HK	Gene_body	Reep5	0.24553903345724895
mouse	Basket	HK	Gene_body	Fam13b	0.28711256117455136
mouse	Basket	HK	Gene_body	Sema6a	0.10754716981132076
mouse	Basket	HK	Gene_body	Sema6a	0.11500974658869398
mouse	Basket	HK	Gene_body	Sema6a	0.5812286689419792
mouse	Basket	HK	Gene_body	Ldlrad4	0.012574850299401197
mouse	Basket	HK	Gene_body	Ldlrad4	0.19001996007984032
mouse	Basket	HK	Gene_body	Ldlrad4	0.0011976047904191617
mouse	Basket	HK	Gene_body	Ldlrad4	0.15390625
mouse	Basket	HK	Gene_body	Snx32	0.12044728434504788
mouse	Basket	HK	Gene_body	Sf1	0.6113772455089822
mouse	Basket	HK	Gene_body	Smarca2	0.4962075848303395
mouse	Basket	HK	Gene_body	Smarca2	0.5047904191616764
mouse	Basket	HK	Gene_body	Ak3	0.237125748502994
mouse	Basket	HK	Gene_body	Btrc	0.5223552894211579
mouse	Basket	HK	Gene_body	Mgea5	0.30549707602339193
mouse	Basket	HK	Gene_body	Cnnm2	0.04047151277013753
mouse	Basket	HK	Gene_body	Add3	0.17470059880239525
mouse	Basket	HK	Gene_body	Mxi1	0.5439285714285713
mouse	Basket	HK	Gene_body	Mxi1	0.5702594810379241
mouse	Basket	HK	Gene_body	Mxi1	0.34031936127744505
mouse	Basket	HK	Gene_body	Eif3a	0.2938398357289529
mouse	Basket	HK	Gene_body	Sec16a	0.10958083832335327
mouse	Basket	HK	Gene_body	Sec16a	0.11547344110854506
mouse	Basket	HK	Gene_body	Golga1	0.15509181969949917
mouse	Basket	HK	Gene_body	Gtdc1	0.22835249042145583
mouse	Basket	HK	Gene_body	Baz2b	0.0435129740518962
mouse	Basket	HK	Gene_body	Ube2e3	0.16986027944111778
mouse	Basket	HK	Gene_body	Ssfa2	0.24850299401197606
mouse	Basket	HK	Gene_body	Ssfa2	0.046307385229540914
mouse	Basket	HK	Gene_body	Nckap1	0.3397849462365591
mouse	Basket	HK	Gene_body	Madd	0.17524950099800396
mouse	Basket	HK	Gene_body	Tmem87a	0.3173780487804878
mouse	Basket	HK	Gene_body	Trp53bp1	0.5811638591117919
mouse	Basket	HK	Gene_body	Secisbp2l	0.3019841269841269
mouse	Basket	HK	Gene_body	Snx5	0.3495807127882599
mouse	Basket	HK	Gene_body	Xrn2	0.9740518962075847
mouse	Basket	HK	Gene_body	H13	0.16398104265402844
mouse	Basket	HK	Gene_body	H13	0.06067864271457087
mouse	Basket	HK	Gene_body	H13	0.381437125748503
