Gene	1406_xk_granule	1417_pk_granule	1422_xk_basket	1433_pk_basket	1867_xk_astrocyte	1986_pk_astrocyte	1864_xk_oligo	1983_pk_oligo	1866_xk_opc	1984_pk_opc
SLC25A41	55	45	22	36	4	53	2	10	5	2
CRB3	1	0	2	0	2	0	0	0	1	2
TNFSF9	14	32	2	1	8	18	248	87	0	11
DENND1C	9	5	2	4	43	25	5	58	1	1
TNFSF14	1	0	1	5	0	0	1	0	0	1
CD70	0	0	2	2	1	2	1	2	0	2
TRIP10	1	17	5	19	131	314	19	122	532	314
GPR108	40	22	80	59	11	215	20	109	8	120
MIR6791	0	0	0	0	0	0	0	0	0	0
SH2D3A	3	5	4	2	79	7	7	0	2	5
ADGRE1	11	7	11	6	15	7	15	6	23	9
MBD3L2	0	0	0	1	0	1	0	0	0	0
FLJ25758	0	0	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0	0	0
ADGRE4P	6	9	5	7	16	2	11	3	24	9
PNPLA6	112	74	226	117	64	174	106	207	42	71
PEX11G	9	10	36	26	2	16	60	41	9	17
ZNF358	65	59	35	57	48	277	61	163	41	178
LOC100128573	0	2	0	3	0	1	0	0	0	0
C19orf45	3	7	30	33	1	11	11	54	28	55
MCOLN1	35	29	91	32	17	28	12	29	26	3
CLEC4G	10	12	2	0	0	0	0	0	0	0
FCER2	1	5	6	1	0	2	2	5	4	0
STXBP2	8	9	7	10	98	11	1	1	0	0
RETN	0	0	0	0	0	0	0	0	0	0
MIR6792	0	0	0	0	0	0	0	0	0	0
PCP2	1	0	6	0	6	0	11	0	0	0
XAB2	16	13	39	17	12	35	0	73	1	9
TRAPPC5	7	7	18	14	1	4	1	27	0	30
PET100	10	10	14	17	6	9	50	15	33	3
MCEMP1	3	3	29	10	0	1	0	0	0	1
CLEC4GP1	25	31	10	4	8	3	1	1	1	0
CD209	8	37	0	0	0	22	2	2	0	0
CLEC4M	3	2	0	1	0	1	0	2	0	0
LRRC8E	1	2	3	18	8	4	6	6	2	4
TGFBR3L	1	4	0	3	0	0	1	6	0	0
SNAPC2	8	4	3	2	0	8	1	7	0	10
LYPLA2P2	0	0	0	0	0	0	0	1	0	0
PRR36	408	765	180	481	7	89	1	288	46	440
MAP2K7	265	163	237	146	119	314	493	253	75	148
TIMM44	60	51	124	64	34	43	66	70	37	207
CTXN1	0	0	0	0	0	0	0	0	4	1
CCL25	2	4	0	2	0	2	2	1	2	0
ANGPTL4	7	5	17	5	25	56	75	135	42	165
RPS28	6	4	6	7	36	2	11	40	34	4
CD320	26	12	57	21	2	21	50	21	2	7
KANK3	16	19	27	31	5	9	4	12	7	15
NDUFA7	23	23	43	20	9	134	4	81	9	26
PRAM1	20	20	16	12	90	46	22	54	0	25
MARCH2	23	24	101	63	114	114	163	70	14	41
HNRNPM	986	1034	1086	572	894	836	683	1078	592	671
ZNF414	8	3	11	8	0	43	8	33	1	36
MIR4999	0	0	0	0	0	0	0	0	0	0
RAB11B	146	113	261	249	83	247	288	369	287	383
ADAMTS10	12	8	50	22	117	92	14	176	110	454
MYO1F	42	66	27	20	762	537	146	107	104	53
ACTL9	0	0	0	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0	0	0
MBD3L1	0	0	0	0	1	0	0	0	0	0
ZNF558	162	164	146	110	68	275	48	220	51	123
OR7G3	0	0	0	0	0	0	1	0	0	0
ZNF317	317	349	606	459	447	423	331	346	707	241
OR7G2	0	0	0	0	0	0	0	0	0	0
OR1M1	0	0	0	0	0	1	0	0	0	0
OR7G1	0	0	0	0	0	0	0	0	0	0
OR7D2	15	0	118	6	99	0	11	0	1	1
OR7E24	0	0	0	0	0	0	0	0	0	0
OR7D4	0	0	0	0	0	0	0	0	0	0
ZNF177	0	0	0	0	0	0	0	0	0	0
ZNF559-ZNF177	510	845	613	462	153	534	142	391	118	359
ZNF266	251	246	181	167	91	238	99	280	94	89
ZNF559	0	0	0	1	0	0	0	0	0	0
ZNF560	1	9	3	6	4	3	3	4	6	4
ZNF426	106	135	63	36	33	119	188	106	135	201
LOC101928238	3	1	3	2	0	41	0	11	0	0
ZNF562	930	1097	1045	879	1063	763	1781	687	798	987
ZNF561	218	178	156	128	42	153	30	174	156	388
ZNF561-AS1	176	149	189	117	53	374	127	235	26	302
FBXL12	72	62	111	71	39	97	35	72	26	27
ZNF846	79	92	149	64	126	126	27	119	1	63
UBL5	11	13	15	23	36	23	2	30	0	0
PIN1	61	45	277	118	22	24	67	70	11	5
OLFM2	75	87	1283	1219	1844	5337	279	1544	4466	6630
MIR5589	0	0	0	0	0	0	0	0	0	0
RDH8	0	0	2	0	1	0	1	0	1	2
C3P1	5	4	35	11	3	6	10	9	4	4
PPAN-P2RY11	0	0	2	0	0	0	0	0	0	0
EIF3G	32	12	60	17	22	24	38	69	34	10
DNMT1	972	834	683	534	313	656	648	1624	453	641
SNORD105	0	0	0	0	0	0	0	0	0	0
SNORD105B	0	0	0	0	0	0	0	0	0	0
PPAN	0	0	0	0	0	0	0	0	0	0
P2RY11	0	0	0	0	0	0	0	0	0	0
ICAM5	1	0	1	0	0	0	0	5	3	1
RAVER1	73	39	92	83	11	135	12	56	86	58
ICAM4	0	0	0	0	1	0	0	0	1	0
MIR4322	0	0	0	0	0	0	0	0	0	0
ICAM1	2	2	5	2	4	2	0	1	3	1
MRPL4	67	37	117	66	4	103	2	119	6	143
ZGLP1	5	7	19	13	32	9	0	2	43	0
FDX1L	6	4	29	20	2	8	2	5	3	2
ICAM3	5	3	8	1	2	77	5	2	406	0
PDE4A	260	157	835	575	47	215	13	120	66	358
MIR1181	0	0	0	0	0	0	0	0	0	0
CDC37	105	96	141	128	340	726	280	658	334	167
ATG4D	22	17	47	28	15	17	9	33	13	5
CDKN2D	53	41	110	89	6	2	48	94	0	0
AP1M2	1	1	2	5	1	2	3	3	5	6
MIR1238	0	0	0	0	0	0	0	0	0	0
KRI1	47	51	56	41	39	73	74	171	50	53
S1PR5	0	0	1	4	1	1	320	223	0	3
KEAP1	32	36	86	56	5	98	147	74	8	8
ILF3	640	594	706	536	432	1044	402	848	498	737
ILF3-AS1	28	44	53	25	90	195	25	88	5	222
MIR638	0	0	0	0	0	0	0	0	0	0
QTRT1	55	42	212	133	52	87	47	73	61	53
TMED1	10	3	12	17	1	3	16	7	1	4
C19orf38	8	2	4	2	27	71	4	4	6	4
MIR6793	0	0	0	0	0	0	0	0	0	0
MIR4748	0	0	0	0	0	0	0	0	0	0
MIR199A1	0	0	0	0	0	0	0	0	0	0
YIPF2	27	14	71	33	5	25	3	37	3	6
C19orf52	6	2	9	5	1	4	3	2	0	0
LDLR	104	103	86	59	66	183	651	888	277	539
MIR6886	0	0	0	0	0	0	0	0	0	0
SPC24	2	0	1	4	1	2	2	3	1	2
KANK2	4	6	31	28	381	653	4	57	21	55
DOCK6	5	4	49	52	126	565	13	158	34	110
ANGPTL8	0	0	0	0	0	0	0	0	0	0
LOC105372273	0	0	0	0	0	0	0	0	0	0
TSPAN16	24	25	19	24	48	61	1	16	10	12
TMEM205	27	17	69	33	119	30	141	32	176	48
RAB3D	24	22	58	32	4	30	2	10	3	3
EPOR	18	11	48	25	53	61	9	11	18	21
SWSAP1	20	4	13	12	2	24	0	2	0	5
CCDC159	42	17	92	85	28	546	71	397	1	110
PLPPR2	139	124	434	244	41	203	142	217	231	167
PRKCSH	59	35	171	111	46	96	40	227	2	33
ELAVL3	1389	1360	1265	1232	295	1177	773	1538	905	1127
MIR7974	0	0	0	0	0	0	0	0	0	0
ECSIT	128	113	417	229	72	242	30	159	131	314
CCDC151	12	6	58	44	5	46	1	3	11	0
ZNF653	111	57	60	44	9	75	21	56	4	9
ZNF627	122	112	141	105	57	101	24	62	22	365
ELOF1	35	28	90	61	18	32	9	25	6	92
ACP5	0	2	5	1	3	8	1	4	0	2
CNN1	4	1	5	1	0	2	2	4	7	4
ZNF441	162	356	178	222	73	737	11	97	11	50
ZNF823	125	151	126	59	48	165	44	121	53	7
HNRNPA1P10	23	43	8	12	10	4	0	4	5	1
ZNF833P	59	152	28	56	6	254	2	55	2	10
ZNF439	93	113	22	13	45	73	30	137	27	17
ZNF491	118	198	35	34	67	191	12	157	6	125
ZNF440	240	205	170	114	36	269	11	175	86	270
ZNF69	245	318	77	82	211	399	122	348	86	563
ZNF433	0	0	0	0	0	0	0	0	0	0
ZNF763	68	74	53	47	16	185	49	85	23	20
ZNF878	32	29	0	4	3	8	7	11	13	4
LOC101928464	285	369	117	126	85	218	21	139	37	185
ZNF625	0	0	0	0	0	0	0	0	0	0
ZNF625-ZNF20	57	40	31	35	9	67	6	28	60	13
ZNF788	141	132	21	10	129	184	20	43	12	10
ZNF136	226	236	132	120	122	245	183	100	42	124
ZNF20	0	0	0	0	0	0	0	0	0	0
ZNF844	95	140	15	24	56	459	48	186	18	106
ZNF44	362	436	308	280	122	161	100	240	238	357
LOC100289333	162	227	164	97	14	81	5	60	5	7
ZNF442	36	39	18	30	78	59	23	25	17	17
ZNF799	56	66	24	9	37	87	8	102	1	40
ZNF443	109	91	99	66	52	63	136	56	124	49
ZNF709	303	268	371	277	127	408	27	168	179	438
ZNF564	197	263	383	223	205	237	202	153	168	465
DHPS	46	35	93	41	20	94	86	49	5	41
WDR83OS	0	0	0	0	0	0	0	0	0	0
LOC105372280	1	0	4	3	0	0	0	0	0	0
WDR83	146	93	60	36	26	97	7	97	3	30
MAN2B1	189	147	186	141	204	555	237	274	258	92
ZNF791	90	142	160	120	48	135	55	90	18	96
FBXW9	0	5	24	3	5	1	3	1	4	0
SNORD41	0	0	0	0	0	0	0	0	0	0
SNORD135	0	0	0	0	0	0	0	0	0	0
RTBDN	20	32	10	17	1	0	1	1	3	2
ASNA1	30	13	56	52	23	24	13	36	1	1
PRDX2	102	95	272	192	36	149	19	127	108	21
RNASEH2A	19	7	4	13	34	2	0	13	1	0
HOOK2	92	81	219	160	43	186	162	211	22	190
MIR5684	0	0	0	0	0	0	0	0	0	0
C19orf43	63	48	71	55	75	62	126	183	0	26
JUNB	5	4	4	1	29	2	3	13	5	52
BEST2	1	5	2	2	1	2	1	0	3	2
KLF1	0	0	1	0	1	3	0	0	0	0
FARSA	56	32	138	65	38	157	19	72	1	11
GADD45GIP1	23	11	23	12	2	5	7	10	0	5
RAD23A	100	88	153	100	5	130	16	192	4	152
DNASE2	13	3	30	33	4	22	1	11	100	0
GCDH	41	35	59	40	57	442	40	99	94	62
SYCE2	107	138	84	95	84	693	20	160	54	245
MIR6794	0	0	0	0	0	0	0	0	0	0
DAND5	24	35	3	4	1	35	0	1	7	2
CALR	95	55	595	362	258	488	455	487	245	329
MIR6515	0	0	0	0	0	0	0	0	0	0
MIR5695	0	0	0	0	4	2	2	0	0	0
LYL1	6	7	3	3	16	2	2	1	1	7
NFIX	3270	2964	1954	1719	547	3076	1535	4340	1049	2290
STX10	27	26	34	30	30	36	76	49	44	10
NACC1	105	74	195	129	36	89	71	66	19	27
IER2	11	10	48	26	78	61	2	5	6	13
C19orf53	40	25	30	33	20	108	9	37	1	42
MIR23A	0	0	0	0	0	0	0	0	0	0
MRI1	83	62	123	79	96	174	81	119	82	78
ZSWIM4	38	20	102	64	47	148	7	148	56	170
MIR27A	0	0	0	0	0	0	0	0	0	0
LOC284454	0	0	0	2	24	15	0	0	3	0
MIR24-2	0	0	0	0	0	0	0	0	0	0
MIR181C	0	1	0	0	0	0	0	0	0	0
NANOS3	4	1	7	1	3	0	0	0	0	9
MIR181D	0	0	0	0	0	0	0	0	0	0
PODNL1	28	64	16	26	7	20	8	10	26	20
CC2D1A	142	79	175	116	61	208	48	303	31	403
DCAF15	17	10	9	3	4	15	0	14	17	24
RFX1	236	198	361	191	32	93	8	124	40	96
MIR1199	0	0	0	0	0	0	0	0	0	0
IL27RA	6	20	9	7	3	8	3	12	18	7
PRKACA	377	281	525	521	91	635	394	250	188	203
PALM3	5	28	1	1	10	26	0	5	2	71
SAMD1	4	8	21	1	9	6	0	11	7	1
C19orf67	7	7	13	13	1	7	0	12	0	0
LOC113230	13	24	21	20	20	10	10	29	35	49
ASF1B	5	5	7	14	3	15	6	4	8	8
RLN3	0	0	1	0	0	1	0	0	0	0
ADGRE5	5	5	19	17	16	18	5	249	8	21
LOC105372288	4	10	18	19	21	8	8	26	35	26
LOC101928845	0	0	0	0	0	0	0	0	0	0
GIPC1	108	64	344	214	120	488	297	513	133	283
DNAJB1	72	75	123	78	129	155	78	138	7	69
PKN1	187	282	190	112	107	249	34	94	90	118
MIR639	0	0	0	0	0	0	0	0	0	0
PTGER1	0	0	1	2	2	0	0	0	0	19
CLEC17A	2	3	7	7	226	12	1	2	4	6
ADGRE3	4	9	10	21	18	6	18	10	24	13
NDUFB7	36	41	52	50	28	239	36	70	36	101
SNORA104	0	0	0	0	0	0	0	0	0	0
ADGRE2	2	7	16	13	12	26	70	149	8	7
OR7C1	0	0	0	0	0	1	0	0	0	0
ZNF333	269	348	283	278	102	333	262	557	199	257
OR7A5	0	0	0	0	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0	0	0	0	0
CCDC105	1	0	1	1	0	0	0	1	0	1
SLC1A6	337	353	657	527	41	19	19	57	12	49
CASP14	1	3	0	2	1	4	1	1	0	0
NOTCH3	5	4	10	16	64	422	14	3	4	8
MIR6795	0	0	0	0	0	0	0	0	0	0
SYDE1	2	1	0	0	2	84	8	23	1	25
OR1I1	0	0	0	0	1	1	0	0	0	0
ILVBL	36	37	150	71	64	76	244	104	36	91
EPHX3	0	1	2	1	0	0	2	0	2	3
BRD4	606	524	999	817	294	1035	303	1193	69	1154
AKAP8L	586	672	895	697	340	731	407	514	189	366
RASAL3	2	1	1	1	42	19	2	0	1	0
MIR1470	0	0	0	0	0	0	0	0	0	0
AKAP8	181	178	212	207	194	248	102	111	48	87
WIZ	63	40	156	65	52	189	14	126	12	139
CYP4F22	4	5	4	9	3	2	6	2	5	7
PGLYRP2	0	3	4	4	5	1	3	1	4	3
CYP4F8	2	2	0	1	1	1	0	0	1	0
CYP4F3	3	0	1	3	399	84	3	1	4	2
CYP4F12	2	5	2	4	7	25	0	4	3	1
OR10H1	0	0	0	0	0	0	0	0	0	0
OR10H3	0	0	0	0	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0	1	3	0	3
UCA1	0	1	0	1	0	37	0	1	0	4
CYP4F24P	18	6	0	0	9	13	0	5	1	6
CYP4F11	1	2	1	7	225	1122	15	39	4	30
OR10H4	0	0	0	0	0	0	0	0	0	0
CYP4F2	0	23	0	0	1	40	2	1	0	1
TPM4	3386	3849	148	149	359	764	588	2660	124	1146
LINC00905	1	0	0	0	0	0	0	0	0	0
LINC00661	0	0	0	1	1	1	0	0	0	1
HSH2D	15	13	8	11	5	6	9	12	6	7
AP1M1	300	266	382	197	152	305	112	229	60	91
CIB3	3	1	3	0	3	2	1	3	0	4
FAM32A	27	23	52	48	24	50	16	56	20	6
KLF2	2	0	3	1	2	0	1	0	0	0
CALR3	2	2	1	4	1	1	1	3	1	4
SLC35E1	149	134	346	179	64	193	298	80	65	83
CHERP	41	31	66	51	34	108	45	90	10	9
MED26	268	214	370	196	147	292	173	193	92	208
SMIM7	88	67	145	126	145	138	100	124	22	60
TMEM38A	122	128	310	187	45	47	16	30	16	9
F2RL3	0	2	0	0	0	0	0	0	0	0
SIN3B	438	363	589	363	517	698	345	568	391	309
HAUS8	47	41	30	26	23	35	4	39	89	67
OCEL1	6	8	24	17	13	0	1	3	1	1
ANKLE1	38	28	37	33	43	11	2	19	0	0
NR2F6	44	25	146	60	62	95	11	47	27	3
USE1	22	20	19	14	21	51	16	102	1	36
USHBP1	1	2	7	9	3	1	3	4	3	1
BABAM1	78	45	94	58	35	48	31	39	9	29
ANO8	98	59	185	126	71	413	49	124	8	229
BST2	0	0	0	0	0	0	0	0	0	0
GTPBP3	25	35	82	56	18	68	170	52	0	23
MRPL34	14	11	23	23	8	7	0	16	0	0
MVB12A	36	24	53	43	50	89	138	108	4	74
DDA1	27	8	70	34	7	122	2	43	16	5
PLVAP	3	4	7	4	16	6	5	5	6	7
BISPR	0	0	0	0	0	0	0	0	0	0
TMEM221	53	107	39	55	31	92	350	21	84	34
FAM129C	36	31	110	104	36	61	26	17	11	10
NXNL1	3	5	7	1	1	24	1	0	0	0
SLC27A1	416	242	459	376	771	2234	744	1072	587	727
PGLS	37	21	63	28	9	63	51	75	10	27
UNC13A	3052	2218	2872	1961	1376	2321	304	524	1530	1199
FCHO1	104	79	453	262	48	24	486	1143	23	72
MAP1S	61	53	104	75	71	92	25	67	9	25
INSL3	1	1	3	0	3	1	1	0	1	2
B3GNT3	2	1	3	4	1	0	3	1	4	1
SLC5A5	5	27	4	5	51	2	4	3	3	1
CCDC124	20	5	18	10	4	2	13	13	14	5
RPL18A	27	8	40	20	1	20	2	13	0	0
SNORA68	0	0	0	0	0	0	0	0	0	0
ARRDC2	1	1	1	1	22	26	20	47	2	4
MAST3	8	10	71	35	83	220	650	1501	45	76
RAB3A	198	101	608	692	2	55	17	125	2	34
PIK3R2	36	28	60	51	8	153	54	78	49	41
IFI30	1	1	3	3	10	9	0	0	1	0
MPV17L2	10	6	8	26	3	9	0	52	3	0
LOC102725254	1	0	0	0	0	13	0	0	0	0
LSM4	37	17	43	27	50	24	33	33	4	14
MIR3188	0	0	0	0	0	0	0	0	0	0
KIAA1683	507	578	113	165	54	92	132	306	133	62
JUND	162	356	96	212	1381	1033	3882	487	1673	291
LOC729966	2	2	2	2	0	0	0	0	0	0
LRRC25	0	1	1	1	4	0	0	0	2	0
SSBP4	38	12	35	13	31	73	1	17	2	33
GDF15	0	0	0	1	1	0	0	1	0	0
ISYNA1	2	4	31	14	42	380	1	8	0	0
MIR3189	0	0	0	0	0	0	0	0	0	0
C19orf60	138	91	182	118	46	101	33	59	38	21
UBA52	121	75	88	82	37	68	105	77	2	32
FKBP8	50	50	84	71	32	66	18	43	10	107
KXD1	106	102	123	98	310	482	348	360	58	715
CRLF1	23	13	19	17	9	18	6	15	3	5
KLHL26	135	114	137	88	74	435	38	52	5	111
TMEM59L	286	201	549	192	32	42	49	108	35	91
UPF1	183	162	196	102	154	120	166	188	88	57
COMP	0	6	1	0	0	7	1	1	0	0
DDX49	20	9	78	51	4	43	32	30	19	13
HOMER3	2	0	1046	636	37	90	5	36	4	3
COPE	61	29	127	88	44	174	48	89	4	11
LOC102724360	0	0	454	298	111	410	0	3	1	0
SLC25A42	266	223	561	362	125	281	40	199	162	81
ARMC6	127	77	203	124	47	80	71	41	170	89
MEF2BNB-MEF2B	6	5	8	6	4	66	16	48	6	3
RFXANK	6	4	10	14	21	19	4	10	0	54
HAPLN4	53	38	401	308	6	15	1	17	993	23
NR2C2AP	0	0	0	0	0	101	0	2	0	4
NCAN	127	181	255	273	1354	5717	3	183	183	222
BORCS8	0	0	0	0	0	0	0	0	0	0
MEF2B	0	0	0	0	0	0	0	0	0	0
SUGP1	298	268	605	351	211	309	156	305	115	317
MAU2	552	441	779	429	225	930	191	823	194	535
MIR640	0	0	0	0	0	0	0	0	0	0
TSSK6	0	0	0	0	0	0	1	0	0	0
NDUFA13	91	70	177	90	37	78	217	85	9	218
CILP2	0	0	0	0	1	1	0	0	1	0
LPAR2	0	1	36	27	89	2	0	1	4	2
PBX4	25	19	209	242	126	766	4	33	7	101
GMIP	5	2	59	55	91	21	9	11	5	16
ZNF101	53	71	137	96	11	128	47	137	158	54
ZNF14	406	530	457	398	285	683	525	390	309	270
LINC00663	42	49	137	135	70	156	25	65	69	54
ZNF253	404	588	565	402	158	368	579	609	240	486
ZNF506	1087	1509	1265	1029	542	948	1109	1163	915	993
ZNF682	373	462	330	256	104	318	510	416	339	380
ZNF90	171	265	19	17	187	95	201	170	136	130
ZNF826P	56	126	12	97	21	51	99	208	86	265
MIR1270	0	0	0	0	0	0	0	0	0	0
ZNF737	255	373	332	296	105	367	319	510	632	423
ZNF626	789	1084	882	705	563	815	618	699	1126	815
ZNF85	212	342	145	125	138	148	103	184	43	128
ZNF430	514	639	256	222	130	186	459	397	271	317
ZNF431	673	602	319	242	294	318	477	386	135	528
ZNF708	1111	1257	551	640	798	1117	6504	2447	1803	1443
ZNF493	1721	1858	2543	1740	599	601	1123	1165	1161	846
ZNF429	556	424	647	398	171	380	593	328	316	348
LOC641367	0	0	0	0	0	0	0	0	0	0
ZNF43	343	455	356	293	470	592	958	715	919	1155
ZNF208	25	13	41	12	5	26	389	283	204	162
ZNF257	104	171	39	61	54	34	59	136	114	107
ZNF676	5	8	3	8	3	4	144	156	0	23
ZNF729	1	2	1	5	2	3	4	9	3	1
LOC101929124	1	1	2	3	1	50	2	14	1	26
LINC01233	0	0	0	0	0	0	0	1	0	0
GOLGA2P9	0	0	2	1	1	1	4	0	0	0
ZNF492	21	23	5	3	6	18	31	28	18	50
LOC100996349	0	0	0	0	0	0	1	0	0	1
LOC374890	1	0	0	2	3	1	1	2	9	0
ZNF99	6	10	3	8	8	7	152	32	8	46
ZNF728	5	25	7	15	5	11	129	130	537	89
LOC101929164	0	2	0	1	1	0	4	7	1	36
LOC101929144	0	0	1	1	1	28	0	7	2	14
ZNF730	8	30	8	12	58	125	51	68	131	134
ZNF724P	41	58	18	29	21	48	20	43	173	43
IPO5P1	598	548	379	343	140	410	158	339	75	435
ZNF91	1170	1676	1226	1059	331	704	295	977	810	822
LINC01224	18	10	1	0	1	11	2	55	3	41
ZNF675	343	387	193	210	96	175	65	229	41	234
RPSAP58	941	982	354	359	97	229	56	277	343	457
ZNF681	141	216	138	100	59	68	35	103	79	57
ZNF726	58	61	51	99	27	105	25	103	793	97
HAVCR1P1	7	13	25	11	3	142	0	22	0	0
LOC101927151	353	424	515	425	32	179	40	154	6	567
LINC00662	176	254	209	92	104	72	144	110	146	119
LINC01532	0	0	2	16	201	1724	0	9	0	37
LOC102724958	0	0	0	0	0	176	0	9	0	41
UQCRFS1	49	51	83	50	101	21	88	35	10	38
VSTM2B	573	942	167	195	40	34	1900	1954	1688	1628
POP4	40	43	40	40	18	26	47	36	4	23
C19orf12	224	212	342	229	156	205	339	196	165	222
PLEKHF1	6	2	2	18	2	13	6	36	1	7
CCNE1	14	33	20	33	4	26	11	5	25	6
LOC101927411	0	0	0	0	0	0	0	0	0	0
LINC01533	0	0	0	1	0	0	1	3	0	2
DPY19L3	522	753	672	599	998	4069	630	1209	584	1423
LOC400684	40	70	102	94	13	148	52	83	5	108
PDCD5	163	175	329	188	70	264	41	150	25	294
NUDT19	75	97	173	97	78	156	21	64	206	162
RGS9BP	0	0	0	0	0	12	0	5	0	0
SLC7A9	33	39	141	72	47	60	25	12	56	11
FAAP24	8	5	2	3	1	11	0	3	0	3
GPATCH1	210	257	187	195	86	263	506	302	90	259
LRP3	78	45	91	76	20	117	2	62	7	101
SLC7A10	11	1	7	7	45	255	8	100	23	187
CEBPA	1	0	0	0	17	0	1	0	0	0
CEBPG	114	166	110	121	39	103	6	102	0	14
CEBPA-AS1	2	1	0	0	9	14	0	5	1	69
KCTD15	51	143	79	107	176	717	5	183	76	186
UBA2	766	780	761	799	252	377	627	646	590	1062
GPI	1345	870	1843	1244	509	823	1663	1824	741	755
PDCD2L	78	65	121	58	38	50	39	52	14	29
WTIP	31	25	116	77	4	5	5	7	14	48
SCGB2B2	3	8	32	10	0	12	0	52	0	4
SCGB1B2P	3	5	20	25	1	28	6	81	0	6
ZNF302	429	552	361	360	140	598	314	478	356	350
SCGB2B3P	2	2	0	0	0	0	0	2	0	0
LOC400685	1	1	3	1	1	0	1	0	0	0
ZNF181	183	169	156	99	51	228	135	131	72	319
ZNF599	243	260	198	135	79	101	115	161	30	302
ZNF792	40	48	22	24	5	59	1	31	74	3
ZNF30	183	204	193	185	74	282	139	155	106	47
LINC00904	4	4	2	7	8	85	38	6	1	9
ZNF30-AS1	1	1	1	1	23	17	3	21	0	8
HPN-AS1	37	107	5	30	28	251	1758	2423	18	106
FXYD3	1	0	11	0	68	107	3	14	0	2
SCN1B	883	833	2201	1660	238	460	259	223	40	25
HPN	76	50	222	188	17	315	225	647	2	72
MIR6887	0	0	0	0	0	0	0	0	0	0
FXYD5	1	1	2	0	22	11	1	4	0	0
FXYD1	1	4	1	2	109	368	19	16	5	0
FXYD7	2	1	0	4	198	469	1	10	12	1
FAM187B	0	0	1	1	2	2	0	0	0	1
CD22	1	4	9	9	1	4	800	1760	1	52
HAMP	1	0	0	0	16	2	0	0	0	0
FFAR1	0	0	1	0	0	0	0	7	0	1
MAG	1	0	6	19	2	2	2058	4636	18	652
FFAR3	0	0	0	0	0	0	0	0	0	0
MIR5196	0	0	0	0	0	0	0	0	0	0
USF2	198	156	210	117	224	399	133	274	70	139
DMKN	4	7	64	56	4	3	2	1	2	2
KRTDAP	0	0	14	1	0	0	0	0	0	0
FFAR2	0	0	0	0	0	0	1	0	0	0
LINC01531	3	2	4	3	2	3	2	4	0	5
TMEM147	17	10	87	32	25	16	96	22	4	3
SBSN	0	0	0	2	0	0	1	2	0	0
ETV2	1	0	2	3	0	29	1	0	0	0
GAPDHS	10	12	18	21	0	4	2	30	0	8
ATP4A	115	97	142	84	13	22	3	6	0	0
HAUS5	155	177	212	176	49	127	277	167	35	342
TMEM147-AS1	0	0	0	0	0	0	0	0	0	0
LOC102723617	10	10	18	27	0	0	0	0	0	0
RBM42	103	78	88	112	32	110	8	76	4	24
ZBTB32	162	94	199	106	38	211	82	72	248	47
HSPB6	6	7	0	5	1	17	3	10	0	2
UPK1A	9	5	0	3	0	13	0	0	2	0
UPK1A-AS1	0	0	0	0	0	0	0	0	0	0
KMT2B	188	127	341	193	110	673	83	362	58	137
PSENEN	0	3	2	1	0	0	2	1	0	0
PROSER3	22	24	54	39	2	134	1	77	3	1
U2AF1L4	55	28	126	44	77	43	130	56	1	62
IGFLR1	4	3	9	6	1	11	4	3	11	0
LIN37	36	22	36	21	46	40	9	29	1	31
KIRREL2	5	26	5	8	0	2	47	44	2	0
TYROBP	0	1	0	0	142	2	0	0	0	0
NPHS1	8	10	4	8	7	4	3	5	3	2
HCST	0	1	0	0	1	0	1	0	0	0
NFKBID	92	88	63	58	23	87	4	3	2	20
APLP1	257	290	774	484	5	9	1777	2259	14	347
LINC01529	5	3	0	2	3	0	1	1	2	14
PRODH2	2	2	2	2	1	1	4	2	5	2
CLIP3	0	0	0	0	0	0	0	0	0	0
ALKBH6	44	47	85	44	25	117	66	68	18	13
SYNE4	90	99	93	65	15	20	1	30	2	3
SDHAF1	14	11	18	13	0	0	22	4	0	2
LRFN3	179	202	120	64	33	32	29	68	2	78
CAPNS1	228	210	280	222	38	322	59	722	229	468
POLR2I	6	6	17	15	9	2	24	20	0	14
WDR62	29	12	49	22	4	36	22	41	7	6
TBCB	67	78	120	91	109	153	405	165	5	87
COX7A1	20	17	28	14	1	4	0	14	0	5
OVOL3	41	40	42	15	5	76	21	27	26	7
ZNF146	607	820	802	747	251	470	1523	1468	608	998
ZNF565	160	214	178	127	151	212	203	427	125	209
LOC644189	3	2	1	8	0	1	0	1	1	0
LOC100134317	19	25	31	21	10	33	6	42	4	8
ZFP82	210	264	274	204	84	262	279	231	242	112
ZFP14	522	739	835	747	275	503	344	659	225	530
LINC00665	738	839	1049	782	210	823	195	628	337	1277
ZNF260	254	360	363	303	168	314	78	353	81	633
ZNF566	734	977	461	404	165	377	406	503	280	507
LOC728752	0	0	10	2	1	2	17	24	0	1
ZNF382	846	1237	880	764	118	253	34	281	59	189
ZNF461	222	380	302	343	44	271	184	227	200	116
ZNF529-AS1	0	0	0	0	0	0	0	0	0	0
